,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-8.15625,-6.7265625,-6.6953125,-7.1796875,-7.12109375,-7.5625
1,-7.28125,-8.359375,-8.0546875,-7.42578125,-7.0625,-6.31640625
2,-7.10546875,-7.05859375,-6.57421875,-7.30078125,-7.50390625,-6.70703125
3,-7.46875,-6.92578125,-7.5859375,-5.21875,-5.82421875,-6.8671875
4,-8.78125,-6.50390625,-6.58203125,-4.91796875,-5.37890625,-5.890625
5,-7.3671875,-6.69921875,-6.49609375,-6.296875,-6.58203125,-6.7421875
6,-7.56640625,-7.140625,-6.3671875,-5.9140625,-5.609375,-6.89453125
7,-8.7734375,-7.1953125,-6.4609375,-7.51171875,-6.5,-7.68359375
8,-6.984375,-6.8515625,-7.52734375,-5.796875,-7.41796875,-6.32421875
9,-8.1796875,-6.53125,-5.81640625,-6.75,-8.015625,-8.078125
10,-7.15234375,-7.55859375,-6.51171875,-7.2265625,-8.125,-8.265625
11,-7.15234375,-7.140625,-7.29296875,-7.05078125,-6.92578125,-6.30859375
12,-8.5,-7.21484375,-6.77734375,-8.578125,-8.5078125,-8.40625
13,-8.421875,-7.3203125,-5.75390625,-6.953125,-6.4375,-6.359375
14,-7.41796875,-7.734375,-6.75390625,-8.1015625,-7.27734375,-6.59765625
15,-7.8984375,-7.29296875,-5.83984375,-7.5234375,-7.1796875,-7.62890625
16,-7.44140625,-7.5390625,-7.53125,-7.24609375,-5.75390625,-7.09765625
17,-7.4375,-7.8203125,-7.40625,-6.5390625,-5.890625,-7.3515625
18,-8.09375,-7.27734375,-10.7734375,-7.33203125,-4.921875,-6.546875
19,-8.734375,-6.60546875,-6.6328125,-5.41015625,-5.64453125,-6.60546875
