,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.035851955413818,-6.318697929382324,-6.900712490081787,-6.779552936553955,-6.975165367126465,-6.855931282043457
1,-6.198849201202393,-6.446371555328369,-6.815235137939453,-5.952136516571045,-5.927939414978027,-6.285218715667725
2,-6.202282905578613,-7.0530924797058105,-6.64271879196167,-6.017786026000977,-6.424508094787598,-6.440553188323975
3,-6.402675628662109,-6.9764723777771,-6.838455677032471,-6.880191802978516,-6.788910865783691,-6.860466957092285
5,-6.222736358642578,-6.820727825164795,-6.856690883636475,-6.00219202041626,-6.594041347503662,-6.366030693054199
7,-6.936277389526367,-7.457930564880371,-6.501298427581787,-6.286358833312988,-6.696329593658447,-6.801148891448975
6,-5.955437183380127,-6.690446376800537,-6.832617282867432,-6.905951023101807,-6.539890289306641,-6.67622184753418
8,-7.217212200164795,-6.182685852050781,-6.020025730133057,-5.667325973510742,-5.842667579650879,-6.083899974822998
9,-6.04665470123291,-6.51392126083374,-5.040992736816406,-5.92294979095459,-6.695624351501465,-7.0082688331604
10,-6.093181133270264,-6.943935394287109,-6.64401912689209,-6.8019561767578125,-7.897273540496826,-8.65898609161377
11,-6.817179203033447,-6.97498893737793,-5.570854663848877,-6.414225101470947,-6.609111309051514,-6.127173900604248
13,-6.909185886383057,-7.378643989562988,-6.722871780395508,-6.736584186553955,-6.837833404541016,-6.9286956787109375
12,-6.8999128341674805,-6.782249927520752,-6.549827575683594,-6.533895492553711,-7.152917861938477,-7.205806255340576
14,-6.262811183929443,-7.065634727478027,-6.521639347076416,-7.702151775360107,-8.039571762084961,-8.747629165649414
23,-5.9116082191467285,-6.685546398162842,-5.915398120880127,-5.814272403717041,-4.970058441162109,-5.963167190551758
16,-6.737966060638428,-7.0240631103515625,-6.687310218811035,-6.448828220367432,-6.533406734466553,-6.431060791015625
17,-7.727309226989746,-6.432296276092529,-6.202970027923584,-6.803170680999756,-6.049829959869385,-5.6039910316467285
18,-6.270509243011475,-6.475886821746826,-5.690264701843262,-6.1596527099609375,-5.8660407066345215,-5.304941177368164
19,-6.4544878005981445,-7.10830020904541,-5.744768142700195,-6.458288669586182,-6.152499675750732,-6.090966701507568
4,-6.308780193328857,-7.143441677093506,-6.533735752105713,-6.714386463165283,-6.546783924102783,-6.84243631362915
22,-6.114370822906494,-6.615428924560547,-6.713294506072998,-6.57025671005249,-6.459744930267334,-6.624851703643799
21,-6.351734161376953,-6.919926643371582,-6.247840881347656,-6.294634342193604,-6.609097480773926,-6.868908405303955
15,-5.928635120391846,-6.801538467407227,-5.82758378982544,-6.099328994750977,-6.144420623779297,-7.09919023513794
20,-6.190014362335205,-6.653909206390381,-6.5307230949401855,-6.309715747833252,-6.477132320404053,-6.794574737548828
