,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-4.81640625,-4.640625,-8.515625,-10.78125,-10.3984375,-11.4375
1,-5.93359375,-7.6015625,-7.95703125,-13.2421875,-9.9140625,-11.7265625
2,-4.73828125,-6.84375,-8.2578125,-7.6015625,-11.59375,-12.2109375
3,-5.265625,-7.87890625,-9.0,-12.65625,-11.7421875,-12.9921875
4,-5.046875,-5.97265625,-5.78125,-10.7734375,-11.8359375,-12.421875
5,-4.7890625,-6.46484375,-9.5546875,-13.1953125,-12.234375,-13.890625
6,-4.68359375,-4.3046875,-11.6796875,-11.71875,-11.75,-12.6171875
7,-5.45703125,-12.640625,-13.140625,-11.015625,-11.4140625,-10.0859375
8,-5.484375,-7.46875,-8.515625,-12.0,-12.1171875,-10.9765625
9,-4.8984375,-4.97265625,-5.16015625,-11.265625,-11.5234375,-12.6328125
10,-4.64453125,-5.60546875,-11.796875,-12.0078125,-11.75,-13.3984375
11,-4.62109375,-6.63671875,-8.4765625,-14.34375,-13.5390625,-14.2578125
12,-4.5,-8.5078125,-12.8984375,-12.28125,-12.7734375,-13.4140625
13,-4.48046875,-5.5234375,-11.625,-11.6796875,-11.7265625,-12.09375
14,-4.43359375,-5.9296875,-12.2890625,-13.3828125,-11.1171875,-12.8515625
15,-4.828125,-9.5078125,-10.953125,-9.3984375,-10.2890625,-11.2265625
16,-4.921875,-8.9140625,-13.078125,-12.2421875,-12.15625,-12.4765625
17,-6.59375,-11.09375,-12.15625,-9.65625,-11.2265625,-11.5390625
18,-4.61328125,-8.296875,-11.21875,-11.2421875,-11.6640625,-13.1484375
19,-5.046875,-8.0859375,-12.5703125,-12.015625,-12.7265625,-11.703125
