,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-7.1171875,-8.75,-8.453125,-8.859375,-9.5078125,-8.2734375
1,-7.88671875,-9.265625,-9.328125,-9.8828125,-9.4453125,-10.9296875
2,-7.28515625,-8.7578125,-8.390625,-8.6640625,-9.203125,-9.1953125
3,-8.359375,-8.8046875,-9.2734375,-9.453125,-8.7265625,-9.3125
4,-8.5703125,-8.15625,-8.40625,-9.0859375,-8.3359375,-9.1953125
5,-9.6953125,-9.1640625,-7.3984375,-7.8203125,-10.3828125,-10.1796875
6,-8.09375,-9.8203125,-8.8046875,-8.8671875,-8.8671875,-9.71875
7,-8.078125,-9.8125,-9.8203125,-10.09375,-10.3984375,-10.3203125
8,-7.98046875,-10.171875,-8.90625,-7.72265625,-7.71484375,-8.0546875
9,-8.7421875,-8.2890625,-8.546875,-9.453125,-9.5078125,-9.765625
10,-7.35546875,-8.234375,-8.0078125,-8.9140625,-8.625,-8.640625
11,-7.2578125,-8.953125,-10.4765625,-9.0625,-9.3984375,-9.390625
12,-9.046875,-9.4296875,-8.90625,-9.109375,-8.8671875,-8.8046875
13,-7.33203125,-8.5078125,-8.453125,-8.984375,-8.3515625,-9.578125
14,-8.125,-8.96875,-8.234375,-8.046875,-7.29296875,-8.546875
15,-7.15625,-8.0,-8.4453125,-8.109375,-8.078125,-8.453125
16,-7.21484375,-8.03125,-7.6953125,-7.69921875,-7.69921875,-9.375
17,-8.6015625,-9.1953125,-9.4765625,-9.140625,-8.984375,-10.3359375
18,-9.7265625,-9.9453125,-8.984375,-9.1328125,-9.8046875,-9.8203125
19,-8.4921875,-8.2265625,-8.875,-8.53125,-7.671875,-8.921875
