,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-6.05859375,-6.17578125,-5.3671875,-5.23046875,-5.19140625,-6.30859375
1,-3.775390625,-5.07421875,-4.578125,-5.625,-4.50390625,-5.17578125
2,-6.8671875,-5.84375,-8.0390625,-6.34375,-8.0,-7.5234375
3,-6.58203125,-6.109375,-5.05078125,-6.3984375,-7.5859375,-7.3125
4,-7.08984375,-6.41796875,-5.27734375,-5.25,-5.23828125,-6.15234375
5,-6.87890625,-7.2421875,-5.84375,-6.87890625,-5.52734375,-7.3203125
6,-7.87109375,-5.7421875,-6.03515625,-6.515625,-5.14453125,-6.15625
7,-7.2890625,-5.8046875,-5.58984375,-6.0625,-6.04296875,-6.6328125
8,-6.32421875,-6.359375,-5.9921875,-7.828125,-7.0703125,-7.9609375
9,-5.97265625,-6.2734375,-6.35546875,-6.40625,-5.97265625,-6.6171875
10,-6.78125,-5.671875,-6.8515625,-5.8515625,-6.69921875,-6.8359375
11,-5.60546875,-5.31640625,-7.5234375,-7.0078125,-6.359375,-5.375
12,-6.70703125,-5.87109375,-7.1484375,-7.64453125,-5.5,-6.30859375
13,-6.35546875,-6.0625,-6.1328125,-6.171875,-6.1953125,-6.82421875
14,-5.45703125,-6.71875,-5.60546875,-7.2265625,-6.90234375,-7.5625
15,-5.51171875,-4.765625,-5.765625,-6.11328125,-8.1328125,-6.95703125
16,-5.3828125,-6.44921875,-6.14453125,-6.05859375,-6.05859375,-6.78125
17,-5.23046875,-6.19140625,-6.41015625,-6.41015625,-6.41015625,-7.28125
18,-6.1484375,-5.67578125,-5.4765625,-5.53515625,-5.46484375,-6.65625
19,-8.3203125,-6.1328125,-6.4375,-6.42578125,-4.3359375,-6.10546875
