,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-3.0859375,-5.3828125,-5.6640625,-5.79296875,-6.02734375,-6.30859375
1,-2.083984375,-5.73828125,-4.7265625,-6.15625,-4.72265625,-5.17578125
2,-9.3359375,-6.1015625,-8.125,-7.75390625,-8.1953125,-7.5234375
3,-6.0625,-6.74609375,-6.48828125,-6.015625,-7.328125,-7.3125
4,-5.69140625,-6.1171875,-5.52734375,-5.7578125,-5.671875,-6.15234375
5,-7.92578125,-7.78515625,-6.89453125,-7.75390625,-7.31640625,-7.3203125
6,-7.97265625,-5.77734375,-6.8828125,-6.7109375,-6.66796875,-6.15625
7,-5.65234375,-7.16796875,-6.1015625,-7.3984375,-6.890625,-6.6328125
8,-6.3359375,-7.15625,-5.83203125,-8.0546875,-7.14453125,-7.9609375
9,-6.20703125,-7.29296875,-7.53125,-7.1640625,-6.85546875,-6.6171875
10,-6.91015625,-6.546875,-7.55078125,-6.87890625,-6.703125,-6.8359375
11,-4.078125,-6.796875,-6.15234375,-7.1171875,-7.09765625,-5.375
12,-6.23828125,-7.328125,-6.9296875,-6.984375,-5.71875,-6.30859375
13,-5.28125,-6.859375,-6.7578125,-6.74609375,-6.71875,-6.82421875
14,-6.17578125,-7.92578125,-6.796875,-7.48828125,-7.91015625,-7.5625
15,-3.30859375,-5.78125,-6.81640625,-6.58984375,-7.7421875,-6.95703125
16,-4.0859375,-7.9296875,-6.859375,-6.84375,-6.7109375,-6.78125
17,-3.943359375,-7.04296875,-7.75390625,-7.015625,-7.58984375,-7.28125
18,-5.78515625,-6.03125,-5.6796875,-6.11328125,-5.94140625,-6.65625
19,-7.7421875,-7.0,-6.5,-5.73046875,-4.58984375,-6.10546875
