,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-7.4921875,-8.3203125,-6.734375,-6.85546875,-6.375,-8.5078125
1,-5.22265625,-8.8984375,-8.265625,-9.4296875,-9.4609375,-9.9453125
2,-5.34375,-6.69140625,-6.02734375,-6.02734375,-5.34765625,-5.0
3,-6.73046875,-6.57421875,-7.63671875,-8.59375,-8.3203125,-7.68359375
4,-4.64453125,-7.15625,-6.72265625,-6.79296875,-7.0703125,-7.3671875
5,-7.5390625,-6.63671875,-8.1015625,-8.0546875,-7.91015625,-7.5078125
6,-5.95703125,-8.1171875,-7.44140625,-7.0234375,-6.34375,-7.39453125
7,-6.77734375,-7.82421875,-6.45703125,-7.12890625,-6.6875,-6.56640625
8,-6.00390625,-8.484375,-8.40625,-9.8203125,-8.625,-9.0703125
9,-8.296875,-7.703125,-7.90625,-8.0703125,-7.84375,-7.88671875
10,-5.92578125,-7.5859375,-7.33984375,-8.5546875,-7.57421875,-8.109375
11,-5.62109375,-8.1953125,-6.45703125,-7.34765625,-7.26953125,-7.37109375
12,-7.1328125,-7.44921875,-7.70703125,-7.32421875,-7.44140625,-7.19921875
13,-5.71875,-8.1328125,-7.1484375,-7.33984375,-6.93359375,-8.0546875
14,-8.3359375,-9.390625,-10.0390625,-8.8984375,-8.6171875,-7.9453125
15,-6.80078125,-7.921875,-7.5,-7.22265625,-7.74609375,-6.6015625
16,-5.52734375,-7.46875,-6.8515625,-6.71875,-7.1171875,-7.6015625
17,-4.375,-8.421875,-7.80078125,-7.83984375,-5.6875,-6.5234375
18,-6.640625,-7.69921875,-9.2578125,-8.65625,-8.828125,-8.515625
19,-4.5625,-7.44140625,-8.4375,-6.7109375,-8.4921875,-8.328125
