,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-9.609375,-21.796875,-20.125,-20.515625,-22.640625,-20.578125
1,-14.796875,-21.5,-21.421875,-21.28125,-21.5625,-21.046875
2,-9.421875,-20.609375,-20.28125,-21.265625,-18.453125,-21.1875
3,-8.59375,-21.359375,-23.046875,-22.03125,-21.34375,-19.453125
4,-13.2421875,-21.625,-19.96875,-22.0,-22.34375,-21.296875
5,-9.6171875,-18.4375,-18.953125,-17.265625,-17.21875,-15.640625
6,-15.28125,-20.21875,-18.953125,-18.796875,-19.0625,-16.6875
7,-8.6953125,-19.625,-20.796875,-20.484375,-20.40625,-20.4375
8,-9.4765625,-20.96875,-19.25,-20.296875,-21.234375,-16.65625
9,-11.8203125,-20.6875,-22.875,-20.46875,-20.625,-21.390625
10,-11.9375,-22.78125,-20.40625,-19.46875,-23.671875,-22.75
11,-8.8359375,-22.28125,-20.28125,-21.125,-18.84375,-19.234375
12,-9.6953125,-22.328125,-20.90625,-21.46875,-20.234375,-20.484375
13,-8.2109375,-21.09375,-20.671875,-24.5625,-22.046875,-21.4375
14,-9.421875,-19.765625,-21.3125,-20.5625,-21.71875,-20.15625
15,-10.734375,-21.484375,-20.765625,-19.171875,-21.34375,-21.671875
16,-8.453125,-19.53125,-18.71875,-18.15625,-18.203125,-18.765625
17,-9.6640625,-19.703125,-19.3125,-17.953125,-18.609375,-18.984375
18,-8.4296875,-20.140625,-18.765625,-20.0625,-19.21875,-19.125
19,-10.015625,-21.8125,-21.84375,-21.046875,-22.734375,-22.21875
