,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-4.975235462188721,-6.761954784393311,-6.493446350097656,-6.525733470916748,-6.548158168792725,-7.074195384979248
1,-5.088856220245361,-6.995941162109375,-6.9004225730896,-6.812983512878418,-7.1053547859191895,-7.098150730133057
2,-5.061522960662842,-6.518372535705566,-6.551548004150391,-7.0576701164245605,-6.907132625579834,-6.652071952819824
3,-4.612027168273926,-6.37192964553833,-5.767239570617676,-6.6281256675720215,-6.212092876434326,-6.320991516113281
5,-6.371454238891602,-6.205322742462158,-6.5698981285095215,-6.244377613067627,-6.246840476989746,-6.253836154937744
7,-5.04946756362915,-6.354159832000732,-6.263753890991211,-5.563270092010498,-5.4521965980529785,-5.9470086097717285
6,-4.956376075744629,-6.427860736846924,-5.777231216430664,-7.17955207824707,-6.938885688781738,-7.337872505187988
8,-5.616977214813232,-6.492340087890625,-6.081408977508545,-6.611471176147461,-6.559675693511963,-6.571308612823486
9,-4.921265125274658,-6.409478664398193,-5.685812950134277,-5.627414226531982,-5.5594024658203125,-6.412327766418457
10,-5.157619953155518,-6.346574306488037,-7.09102725982666,-7.247126579284668,-7.469356536865234,-6.846214294433594
11,-5.139456272125244,-6.1591386795043945,-5.711460113525391,-7.328903675079346,-7.422461986541748,-6.854800701141357
13,-5.080657482147217,-5.891983509063721,-6.351143836975098,-5.351373672485352,-5.667566776275635,-5.352083206176758
12,-5.79227876663208,-6.569599151611328,-7.014278411865234,-5.855883121490479,-5.704560279846191,-5.932076454162598
14,-5.385819435119629,-6.5182318687438965,-6.651055812835693,-6.995162010192871,-6.336921215057373,-7.210995197296143
23,-4.7013750076293945,-6.014554023742676,-7.067378997802734,-7.208394527435303,-6.361452579498291,-6.564062595367432
16,-5.412920951843262,-6.0158796310424805,-6.476217269897461,-6.9276533126831055,-6.933032512664795,-6.938122749328613
17,-5.046321392059326,-6.336421489715576,-5.788923263549805,-5.911284923553467,-5.616969585418701,-6.806021690368652
18,-5.464117527008057,-6.8710551261901855,-7.139726161956787,-6.651451587677002,-6.0963287353515625,-6.740741729736328
19,-5.295750617980957,-6.180544853210449,-5.350237846374512,-6.401676177978516,-6.6722187995910645,-6.95825719833374
4,-5.052429676055908,-5.962550640106201,-6.333977222442627,-6.782333850860596,-7.299150943756103,-7.574038505554199
22,-4.270665168762207,-5.207505702972412,-5.984631538391113,-6.08991003036499,-6.3736982345581055,-6.471397876739502
21,-5.663208961486816,-6.147881984710693,-6.500223636627197,-6.500223636627197,-6.59617280960083,-6.521636009216309
15,-4.702291011810303,-5.190446376800537,-5.580596446990967,-6.245707988739014,-6.461766719818115,-6.778555870056152
20,-5.705730438232422,-5.909019470214844,-5.443441867828369,-6.505541324615479,-6.200328350067139,-6.834712505340576
