,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.921875,-13.296875,-12.5625,-12.21875,-12.0390625,-12.84375
1,-7.62890625,-15.1640625,-11.875,-11.5,-12.2578125,-11.8203125
2,-6.66796875,-13.265625,-12.2265625,-12.3359375,-12.3125,-12.453125
3,-7.5703125,-12.6484375,-13.1953125,-12.515625,-11.578125,-12.921875
4,-7.99609375,-12.0625,-13.8828125,-12.859375,-12.1484375,-12.5390625
5,-7.73046875,-11.9375,-11.4765625,-10.9375,-11.5859375,-12.3203125
6,-7.5078125,-12.3046875,-13.2265625,-13.0703125,-13.3671875,-12.4375
7,-8.1328125,-12.9609375,-9.515625,-9.9453125,-10.0078125,-11.015625
8,-7.03125,-12.7890625,-12.4453125,-11.28125,-13.328125,-12.8515625
9,-8.9375,-12.6328125,-13.0625,-12.171875,-12.75,-12.015625
10,-8.2578125,-12.0,-11.796875,-12.7578125,-11.6328125,-10.3359375
11,-7.70703125,-12.2890625,-12.1171875,-10.734375,-11.8046875,-13.0390625
12,-8.703125,-13.9453125,-12.9921875,-14.09375,-14.171875,-9.328125
13,-9.28125,-13.015625,-11.4765625,-11.3046875,-11.0625,-12.078125
14,-7.7890625,-12.75,-11.96875,-10.1875,-10.7109375,-10.828125
15,-6.71484375,-13.7265625,-10.1328125,-9.9375,-9.671875,-10.875
16,-8.265625,-13.859375,-12.5390625,-12.3828125,-13.3359375,-12.875
17,-7.80078125,-11.359375,-12.1796875,-11.75,-9.8984375,-10.4296875
18,-7.98828125,-12.5,-12.1015625,-13.5625,-14.5625,-13.234375
19,-7.16015625,-13.0234375,-11.8984375,-11.25,-11.328125,-10.8671875
