,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-6.296875,-12.8125,-12.3828125,-12.4609375,-12.28125,-10.953125
1,-7.05078125,-7.5703125,-11.34375,-12.125,-10.7578125,-12.140625
2,-7.30859375,-7.5546875,-11.953125,-12.34375,-12.6484375,-12.6328125
3,-6.21484375,-13.4765625,-13.4921875,-13.7265625,-12.703125,-12.203125
4,-6.2421875,-6.84375,-7.04296875,-10.7265625,-11.8984375,-12.328125
5,-6.47265625,-13.5546875,-11.5859375,-12.046875,-12.21875,-12.2734375
6,-6.5078125,-9.6484375,-12.453125,-12.296875,-11.640625,-11.0546875
7,-6.9609375,-7.2734375,-10.953125,-12.109375,-12.5625,-12.40625
8,-6.796875,-12.859375,-12.046875,-12.6015625,-12.4375,-12.953125
9,-5.3359375,-6.59765625,-12.4375,-12.3515625,-12.3359375,-12.5078125
10,-7.1171875,-7.9296875,-8.0703125,-12.5078125,-13.1796875,-12.984375
11,-6.58203125,-11.09375,-11.578125,-11.3203125,-11.1328125,-12.2265625
12,-6.890625,-8.1796875,-6.55078125,-12.546875,-12.0078125,-12.5859375
13,-6.609375,-12.328125,-12.8515625,-12.578125,-13.0,-12.0703125
14,-6.609375,-8.921875,-7.71484375,-11.2734375,-11.4453125,-10.3828125
15,-5.83984375,-11.4296875,-12.3671875,-11.4921875,-11.9765625,-11.8203125
16,-5.921875,-11.859375,-11.9453125,-11.84375,-12.4140625,-12.6875
17,-8.4765625,-10.0703125,-11.8203125,-9.0625,-12.3203125,-11.484375
18,-8.78125,-8.6171875,-6.4296875,-8.984375,-13.09375,-12.5234375
19,-7.1328125,-11.9765625,-13.71875,-13.765625,-12.8046875,-14.28125
