,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.32421875,-11.6484375,-11.5703125,-11.3203125,-10.78125,-11.3984375
1,-6.41796875,-11.515625,-10.0390625,-11.6640625,-11.90625,-9.828125
2,-6.3515625,-11.578125,-11.2265625,-11.5703125,-10.078125,-12.34375
3,-6.54296875,-10.34375,-12.2265625,-11.4140625,-10.6328125,-11.28125
4,-7.62890625,-10.78125,-9.9453125,-10.484375,-9.515625,-11.6171875
5,-7.12890625,-10.8359375,-9.984375,-10.5546875,-9.5703125,-9.875
6,-6.7109375,-11.8671875,-10.3359375,-11.640625,-11.75,-12.125
7,-6.79296875,-9.78125,-9.375,-9.3046875,-9.359375,-11.8359375
8,-6.73828125,-10.3046875,-9.46875,-10.5703125,-11.7421875,-13.5625
9,-6.3203125,-10.3828125,-11.0078125,-11.8359375,-11.4296875,-12.359375
10,-6.6484375,-10.8203125,-9.2421875,-8.828125,-8.8203125,-8.9140625
11,-6.4375,-11.59375,-10.25,-9.640625,-10.375,-11.71875
12,-7.6171875,-9.796875,-10.65625,-12.140625,-10.171875,-12.28125
13,-6.35546875,-11.8828125,-9.890625,-9.234375,-9.3203125,-11.0625
14,-6.28515625,-12.5390625,-13.4375,-11.9140625,-11.1171875,-13.0078125
15,-7.1171875,-11.9765625,-9.9609375,-9.6328125,-9.6328125,-11.1953125
16,-6.1953125,-12.125,-10.078125,-10.328125,-11.359375,-12.53125
17,-6.76953125,-11.4453125,-11.5859375,-11.09375,-12.2890625,-13.1484375
18,-6.62890625,-11.9609375,-11.703125,-10.1328125,-9.28125,-11.109375
19,-7.046875,-10.640625,-10.4375,-11.0625,-12.6015625,-12.203125
