,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-4.50390625,-5.75390625,-5.36328125,-5.6875,-5.9921875,-5.453125
1,-4.62890625,-5.77734375,-5.6484375,-6.0234375,-6.5625,-5.609375
2,-5.9296875,-6.52734375,-6.34765625,-5.36328125,-5.28515625,-5.50390625
3,-4.1484375,-5.28125,-6.0703125,-6.109375,-5.7265625,-5.96875
4,-6.6015625,-6.296875,-6.91796875,-7.23046875,-6.80859375,-5.41796875
5,-6.14453125,-4.96875,-5.20703125,-6.35546875,-4.79296875,-4.8046875
6,-7.2734375,-6.4296875,-5.73046875,-5.74609375,-7.8046875,-7.29296875
7,-3.80859375,-7.0625,-5.953125,-5.08203125,-4.2578125,-5.70703125
8,-4.0390625,-6.8125,-6.8203125,-8.625,-7.9453125,-7.33984375
9,-4.77734375,-5.69921875,-6.50390625,-5.890625,-5.84375,-4.83984375
10,-5.39453125,-6.453125,-6.078125,-5.890625,-6.3046875,-5.82421875
11,-5.50390625,-5.859375,-5.55859375,-4.96875,-4.53515625,-4.91796875
12,-5.0625,-6.37109375,-5.58984375,-6.48828125,-5.73046875,-6.41796875
13,-3.478515625,-4.953125,-4.2109375,-4.203125,-4.8671875,-5.82421875
14,-5.93359375,-5.70703125,-6.5859375,-5.890625,-6.203125,-5.6796875
15,-3.255859375,-6.390625,-6.86328125,-7.3984375,-6.71875,-6.5546875
16,-2.48828125,-6.953125,-7.31640625,-6.8203125,-7.5,-7.65234375
17,-4.50390625,-6.734375,-6.5390625,-6.09765625,-6.68359375,-5.5859375
18,-4.63671875,-5.9921875,-6.01171875,-5.87109375,-4.7578125,-5.1171875
19,-5.0,-6.20703125,-5.0234375,-4.6953125,-4.109375,-4.49609375
