,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-6.521048545837402,-8.727209091186523,-12.190260887145996,-8.763752937316895,-10.478677749633787,-10.365553855895996
1,-6.208232402801514,-6.699079513549805,-6.9397454261779785,-11.302858352661133,-8.479256629943848,-11.612808227539062
2,-6.723148822784424,-11.257699012756348,-13.098918914794922,-11.896639823913574,-11.152917861938477,-11.56223201751709
4,-6.246749877929688,-7.269076824188232,-11.270838737487791,-12.920016288757324,-12.636539459228516,-12.901044845581056
3,-7.943387985229492,-8.565641403198242,-11.736608505249023,-11.175629615783691,-10.63780403137207,-12.312613487243652
5,-6.228870391845703,-12.597264289855955,-12.986215591430664,-12.94790267944336,-14.151796340942385,-12.776138305664062
7,-5.702263832092285,-8.378850936889648,-11.505194664001465,-11.761703491210938,-10.220159530639648,-11.20139217376709
6,-7.128952503204346,-6.861121654510498,-12.215331077575684,-9.853719711303713,-10.187378883361816,-11.116612434387209
8,-7.294590473175049,-5.891438961029053,-6.539760112762451,-10.64125633239746,-12.175395965576172,-11.879643440246582
15,-6.751527309417725,-8.102652549743652,-11.262686729431152,-11.518226623535156,-12.72036838531494,-12.347692489624023
9,-6.053365707397461,-4.914640426635742,-9.360301971435549,-14.0740966796875,-11.43711757659912,-11.724757194519045
14,-6.314561367034912,-7.36502742767334,-10.967029571533203,-10.96157455444336,-10.942312240600586,-11.05211067199707
10,-6.551630973815918,-12.483545303344728,-11.593310356140137,-12.837685585021973,-12.29624843597412,-12.26140594482422
12,-6.174705505371094,-4.982141017913818,-6.197901725769043,-6.197901725769043,-6.148535251617432,-9.65099048614502
11,-6.445880889892578,-6.6643571853637695,-9.836408615112305,-9.184991836547852,-9.163908004760742,-11.623376846313477
13,-7.16402006149292,-8.411602020263672,-12.27476978302002,-9.944937705993652,-11.333950996398926,-15.916379928588867
16,-6.452868461608887,-10.45149040222168,-12.052950859069824,-10.23576831817627,-10.16360855102539,-11.525713920593262
17,-6.915289878845215,-10.566673278808594,-8.814440727233887,-14.098955154418944,-11.656126976013184,-12.694626808166504
18,-6.882662773132324,-7.876255989074707,-12.390599250793455,-11.456917762756348,-12.036528587341309,-13.57807159423828
19,-6.14101505279541,-7.563535213470459,-12.294256210327148,-14.084671974182127,-11.71408462524414,-12.842451095581055
