,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
1,-6.74761438369751,-6.980296611785889,-8.789201736450195,-11.449222564697266,-9.132736206054688,-11.612808227539062
3,-7.553127765655518,-9.12653923034668,-10.906824111938477,-11.48485279083252,-9.29404067993164,-12.312613487243652
8,-7.657794952392578,-6.26516056060791,-7.463932037353516,-11.995845794677734,-12.869810104370115,-11.879643440246582
2,-7.641791343688965,-13.072503089904783,-12.907529830932615,-12.578812599182127,-12.25207233428955,-11.56223201751709
14,-7.639733791351318,-7.729800224304199,-11.11789894104004,-10.698853492736816,-10.521902084350586,-11.05211067199707
12,-7.2274346351623535,-5.843286514282227,-7.787387847900391,-7.007045745849609,-7.262659549713135,-9.65099048614502
21,-8.24193286895752,-10.25306510925293,-10.470439910888672,-10.26393699645996,-10.338831901550291,-9.88031005859375
23,-7.09044885635376,-6.170001983642578,-7.365699768066406,-12.203234672546388,-11.29445457458496,-11.32043743133545
9,-6.79896354675293,-5.9251909255981445,-9.28060245513916,-13.660922050476074,-11.413599967956545,-11.724757194519045
11,-7.765716075897217,-7.74790620803833,-10.885180473327637,-10.732880592346191,-10.376155853271484,-11.623376846313477
10,-6.962791919708252,-13.037732124328612,-12.889074325561523,-13.02785301208496,-11.856393814086914,-12.26140594482422
0,-7.351821422576904,-10.760138511657717,-12.44440746307373,-10.123052597045898,-9.965264320373535,-10.365553855895996
17,-8.252321243286133,-11.561305046081545,-9.556523323059082,-13.692391395568848,-11.83877944946289,-12.694626808166504
18,-6.983973503112793,-11.824247360229492,-12.580514907836914,-11.738747596740724,-12.403223037719728,-13.57807159423828
19,-7.009157657623291,-9.860922813415527,-13.425551414489746,-15.60993480682373,-12.935388565063477,-12.842451095581056
16,-7.512362003326416,-11.12416934967041,-11.629477500915527,-10.737817764282228,-11.027965545654297,-11.525713920593262
4,-7.638741493225098,-7.659905433654785,-12.64474868774414,-12.677127838134766,-12.28177261352539,-12.901044845581056
20,-7.11858606338501,-6.592601299285889,-7.543426513671875,-11.001893997192385,-11.232917785644531,-11.403282165527344
5,-6.667603492736816,-13.543970108032228,-13.576169967651367,-13.416481018066406,-14.40605640411377,-12.776138305664062
13,-8.204937934875488,-9.783703804016112,-11.885302543640137,-11.595964431762695,-12.124202728271484,-15.916379928588867
6,-8.022625923156738,-7.409834384918213,-12.573179244995115,-10.930057525634766,-10.926563262939451,-11.116612434387209
7,-7.1328125,-11.796875,-12.2578125,-12.796875,-11.125,-11.1875
15,-7.4375,-10.1015625,-11.75,-11.875,-12.25,-12.359375
