,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,0.1354166666666666,0.0,0.03125,0.0052083333333333,0.0,0.0
1,0.1041666666666666,0.0364583333333333,0.0,0.0,0.0,0.0
2,0.1510416666666666,0.0052083333333333,0.0,0.0,0.0,0.0
3,0.140625,0.0052083333333333,0.0,0.0,0.0,0.0052083333333333
4,0.1302083333333333,0.0104166666666666,0.03125,0.0,0.0,0.0
5,0.0677083333333333,0.0,0.0104166666666666,0.0,0.0,0.0
6,0.0833333333333333,0.0,0.0,0.0,0.0052083333333333,0.0
7,0.0885416666666666,0.0104166666666666,0.0,0.0052083333333333,0.0104166666666666,0.0208333333333333
8,0.0625,0.0,0.0,0.0,0.0,0.0
9,0.125,0.0138888888888888,0.0,0.0,0.0,0.0
10,0.2361111111111111,0.0069444444444444,0.0,0.0,0.0,0.0
11,0.0625,0.0416666666666666,0.0347222222222222,0.0069444444444444,0.0208333333333333,0.0
12,0.0486111111111111,0.0347222222222222,0.0069444444444444,0.0,0.0,0.0
13,0.1736111111111111,0.0347222222222222,0.0069444444444444,0.0,0.0,0.0
14,0.0763888888888889,0.0,0.0,0.0,0.0,0.0
15,0.0833333333333333,0.0138888888888888,0.0,0.0,0.0,0.0
16,0.0694444444444444,0.0138888888888888,0.0,0.0,0.0,0.0
17,0.0902777777777777,0.0,0.0,0.0,0.0,0.0
18,0.0347222222222222,0.0,0.0,0.0,0.0,0.0
19,0.0694444444444444,0.0347222222222222,0.0069444444444444,0.0,0.0,0.0
