,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,0.0138888888888888,0.0347222222222222,0.0069444444444444,0.0052083333333333,0.0052083333333333,0.0
1,0.0989583333333333,0.0052083333333333,0.0,0.0,0.0,0.0
2,0.0208333333333333,0.0,0.0,0.0,0.0,0.0
3,0.125,0.0208333333333333,0.0052083333333333,0.0,0.0,0.0
4,0.15625,0.0052083333333333,0.0052083333333333,0.0,0.0,0.0
5,0.0729166666666666,0.0,0.0,0.0,0.0,0.0
6,0.0260416666666666,0.0052083333333333,0.0,0.0,0.0,0.0
7,0.0416666666666666,0.0052083333333333,0.0,0.0,0.0260416666666666,0.0364583333333333
8,0.0625,0.0052083333333333,0.0,0.0,0.0,0.0
9,0.0572916666666666,0.0,0.0,0.0,0.0052083333333333,0.0
10,0.15625,0.0104166666666666,0.0,0.0,0.0052083333333333,0.0
11,0.0729166666666666,0.0104166666666666,0.0052083333333333,0.0,0.0520833333333333,0.0
12,0.0520833333333333,0.0260416666666666,0.0,0.0,0.0,0.0
13,0.046875,0.0260416666666666,0.0052083333333333,0.0,0.0,0.0
14,0.0520833333333333,0.0,0.0,0.0,0.0,0.0
15,0.015625,0.0,0.0,0.0,0.0,0.0
16,0.0885416666666666,0.015625,0.0,0.0,0.0,0.0
17,0.0572916666666666,0.0052083333333333,0.0,0.0,0.0,0.0
18,0.015625,0.0052083333333333,0.0,0.0052083333333333,0.0,0.0
19,0.1041666666666666,0.015625,0.0,0.0,0.0,0.0
