,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-6.7109375,-6.453125,-7.875,-7.5859375,-7.19921875,-8.171875
1,-7.140625,-7.01953125,-7.9140625,-8.6875,-7.984375,-8.4140625
2,-6.53125,-8.703125,-9.1953125,-7.546875,-7.28125,-7.01953125
3,-6.6953125,-8.2421875,-8.3515625,-8.1640625,-8.5703125,-8.6796875
4,-6.72265625,-10.0859375,-7.37890625,-8.125,-8.0703125,-7.6953125
5,-6.41015625,-7.765625,-8.1640625,-7.75390625,-7.77734375,-8.0390625
6,-6.41796875,-6.6015625,-6.5859375,-8.7890625,-8.9921875,-8.3984375
7,-6.9921875,-7.97265625,-9.421875,-10.0234375,-10.0703125,-8.4453125
8,-6.41796875,-7.02734375,-8.59375,-8.5390625,-8.5078125,-8.375
9,-7.19140625,-7.23046875,-8.8046875,-7.89453125,-8.2265625,-8.078125
10,-7.4453125,-6.85546875,-7.73046875,-7.6484375,-7.3203125,-7.0625
11,-6.4765625,-9.1015625,-8.53125,-8.34375,-8.453125,-8.3984375
12,-7.4296875,-8.6015625,-8.8125,-8.9296875,-9.1015625,-8.4765625
13,-7.80859375,-9.0625,-8.7109375,-7.2265625,-6.859375,-7.40625
14,-6.96875,-7.640625,-8.7578125,-8.2890625,-8.2265625,-8.625
15,-6.171875,-6.10546875,-6.4140625,-7.59765625,-7.5078125,-7.71484375
16,-6.53125,-6.734375,-8.5625,-8.109375,-8.265625,-8.71875
17,-7.40625,-8.5390625,-8.6328125,-8.9140625,-9.5703125,-8.4921875
18,-6.96484375,-7.75390625,-8.71875,-8.5859375,-8.453125,-9.078125
19,-6.8671875,-8.9375,-11.796875,-8.8515625,-8.7265625,-8.8046875
