,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-8.704237937927246,-8.878477096557617,-9.438551902770996,-10.775745391845703,-9.521013259887695,-11.29749584197998
1,-6.668020248413086,-6.254513740539551,-5.7697272300720215,-9.34091091156006,-9.979924201965332,-9.958483695983888
2,-6.51505708694458,-6.152424335479736,-10.58665943145752,-10.808927536010742,-9.669312477111816,-11.357237815856934
4,-6.478948593139648,-8.57414722442627,-8.979477882385254,-9.185651779174805,-7.71439266204834,-7.629606246948242
3,-6.995926856994629,-9.82012176513672,-10.228044509887695,-10.010236740112305,-10.279485702514648,-11.439597129821776
5,-10.647256851196287,-10.30380153656006,-11.187603950500488,-11.169875144958496,-11.169875144958496,-12.462080955505373
7,-7.805197238922119,-7.191029071807861,-10.639236450195312,-8.851963996887207,-10.302059173583984,-10.919445991516112
6,-6.974205017089844,-5.30204963684082,-9.896051406860352,-9.520482063293455,-9.904518127441406,-10.253667831420898
15,-7.704975128173828,-7.060090065002441,-8.159523963928223,-11.073443412780762,-10.354276657104492,-9.470328330993652
8,-8.089664459228516,-6.7666449546813965,-9.50955867767334,-9.558899879455566,-8.668274879455566,-11.033758163452148
9,-6.804708480834961,-8.586688041687012,-10.22768783569336,-10.299965858459473,-9.961749076843262,-11.2496919631958
14,-7.167337894439697,-7.318105697631836,-9.94477081298828,-10.49452781677246,-7.319167137145996,-8.59299373626709
10,-7.415533542633057,-8.01881217956543,-9.522863388061523,-8.727790832519531,-8.59901237487793,-10.426663398742676
12,-7.968697547912598,-9.558178901672363,-11.130351066589355,-11.608857154846191,-9.169851303100586,-9.747212409973145
11,-6.584072589874268,-8.286188125610352,-10.277898788452148,-9.460935592651367,-8.634503364562988,-9.844318389892578
13,-7.158283233642578,-7.037608623504639,-11.164969444274902,-10.453655242919922,-11.173155784606934,-10.787577629089355
16,-6.468260765075684,-8.04450511932373,-9.45950984954834,-10.210369110107422,-9.449776649475098,-10.740745544433594
17,-7.004383087158203,-7.804715156555176,-9.387969017028809,-9.362071990966797,-10.1863431930542,-10.663768768310549
18,-8.24011516571045,-10.580677032470703,-11.0620756149292,-10.319862365722656,-10.556342124938965,-11.02177906036377
19,-8.818158149719238,-7.932687282562256,-10.713991165161133,-9.326969146728516,-10.346482276916504,-10.775676727294922
