,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
1,-7.907935619354248,-7.149328231811523,-6.206897258758545,-10.23838233947754,-9.61521816253662,-9.958483695983888
3,-7.018510818481445,-10.504465103149414,-10.128037452697754,-10.20837688446045,-10.01655101776123,-11.439597129821776
8,-7.973462104797363,-6.622199058532715,-10.344802856445312,-9.735251426696776,-9.227608680725098,-11.033758163452148
15,-7.805893898010254,-8.313523292541504,-9.559637069702148,-10.726806640625,-9.530247688293455,-9.470328330993652
2,-6.625663757324219,-8.417802810668945,-10.506524085998535,-10.443222045898438,-10.352743148803713,-11.357237815856934
14,-7.56585693359375,-7.339850902557373,-10.206828117370604,-9.868582725524902,-7.907461643218994,-8.59299373626709
12,-8.790779113769531,-10.225665092468262,-10.7467679977417,-10.478535652160645,-9.34587574005127,-9.747212409973145
21,-8.162110328674316,-6.448074817657471,-9.857391357421877,-8.570197105407715,-8.861161231994629,-9.84554386138916
23,-8.074726104736328,-10.292207717895508,-10.37887954711914,-10.22754192352295,-10.508000373840332,-11.543078422546388
9,-7.133291721343994,-10.055619239807127,-10.033099174499512,-9.81552791595459,-10.054847717285156,-11.2496919631958
11,-6.813745021820068,-8.616512298583984,-9.802983283996582,-9.373751640319824,-9.428126335144045,-9.844318389892578
10,-8.7781343460083,-8.537073135375977,-7.410492420196533,-8.94306755065918,-9.437397956848145,-10.426663398742676
20,-7.180129528045654,-9.818514823913574,-9.690916061401367,-10.09011173248291,-10.355104446411133,-9.29574966430664
0,-9.786139488220217,-8.703531265258789,-10.399901390075684,-10.327903747558594,-10.231093406677246,-11.29749584197998
6,-8.04836654663086,-5.870077610015869,-10.105059623718262,-9.965495109558104,-10.284680366516112,-10.253667831420898
5,-9.74836540222168,-10.260156631469728,-10.847429275512695,-10.935319900512695,-11.307799339294434,-12.462080955505373
7,-8.359670639038086,-7.51202392578125,-10.0780029296875,-10.043642044067385,-10.38695240020752,-10.919445991516112
4,-6.846745014190674,-8.32687759399414,-8.738175392150879,-8.474394798278809,-7.614787101745605,-7.629606246948242
17,-8.470463752746582,-7.493999481201172,-10.109557151794434,-10.085987091064451,-9.65891456604004,-10.663768768310549
18,-8.598624229431152,-10.246843338012695,-10.863057136535645,-10.715842247009276,-10.1465482711792,-11.02177906036377
19,-9.401092529296877,-8.64096450805664,-10.389030456542969,-9.523148536682127,-9.807879447937012,-10.775676727294922
16,-6.768820762634277,-8.19933795928955,-9.971688270568848,-9.889307022094728,-9.644810676574709,-10.740745544433594
13,-7.468068599700928,-8.8034029006958,-10.865702629089355,-10.871588706970217,-10.43370532989502,-10.787577629089355
