,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.396484375,-10.1953125,-11.6328125,-11.515625,-11.5859375,-11.4453125
1,-3.58203125,-4.5625,-4.57421875,-4.9765625,-10.5859375,-11.078125
2,-3.912109375,-8.0,-11.3515625,-11.8046875,-11.2890625,-11.6328125
3,-4.0078125,-10.0625,-12.6328125,-10.203125,-10.46875,-11.1796875
4,-3.337890625,-11.8984375,-11.15625,-11.21875,-11.1640625,-10.9453125
5,-4.23046875,-11.6953125,-11.234375,-9.9296875,-10.328125,-10.2265625
6,-3.69140625,-10.484375,-10.5859375,-10.625,-10.1328125,-11.15625
7,-3.619140625,-9.6328125,-11.7578125,-11.5859375,-11.0546875,-11.4375
8,-4.08203125,-6.62109375,-11.71875,-10.609375,-10.890625,-10.0
9,-4.45703125,-11.703125,-12.4921875,-11.1015625,-11.03125,-11.78125
10,-4.39453125,-8.3203125,-11.65625,-10.4765625,-10.765625,-11.28125
11,-3.2421875,-11.875,-11.75,-11.6875,-11.9453125,-12.453125
12,-3.6796875,-11.9921875,-11.234375,-11.1875,-11.1015625,-11.8046875
13,-3.515625,-9.890625,-10.6015625,-10.171875,-10.796875,-11.40625
14,-3.818359375,-11.2421875,-11.9296875,-11.921875,-10.5,-11.5078125
15,-3.46484375,-12.296875,-11.7421875,-11.4453125,-10.171875,-10.5
16,-3.916015625,-11.234375,-11.5390625,-10.703125,-10.5546875,-10.3515625
17,-4.328125,-6.67578125,-11.375,-10.75,-10.9921875,-11.4296875
18,-3.541015625,-7.22265625,-11.390625,-10.78125,-10.0546875,-10.765625
19,-3.3828125,-11.3515625,-12.078125,-12.171875,-11.515625,-12.1015625
