,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-2.6796875,-9.34375,-11.609375,-11.953125,-11.703125,-11.4453125
1,-2.80078125,-4.45703125,-4.26953125,-4.1796875,-10.4453125,-11.078125
2,-3.509765625,-5.76171875,-11.1171875,-10.8671875,-10.875,-11.6328125
3,-3.068359375,-10.734375,-12.1328125,-9.6015625,-9.2890625,-11.1796875
4,-2.82421875,-11.609375,-11.734375,-8.90625,-10.8984375,-10.9453125
5,-3.591796875,-11.2109375,-11.2578125,-9.765625,-10.71875,-10.2265625
6,-2.912109375,-9.8984375,-10.421875,-10.2265625,-9.9921875,-11.15625
7,-3.30859375,-8.671875,-11.28125,-11.21875,-10.53125,-11.4375
8,-4.32421875,-6.2890625,-11.8515625,-9.53125,-10.8203125,-10.0
9,-3.36328125,-11.546875,-12.734375,-10.1796875,-10.3671875,-11.78125
10,-3.9296875,-8.109375,-10.8984375,-10.453125,-10.40625,-11.28125
11,-2.703125,-10.875,-11.4453125,-11.3125,-11.9765625,-12.453125
12,-3.5625,-11.3046875,-11.15625,-10.8671875,-10.5546875,-11.8046875
13,-2.947265625,-8.296875,-9.484375,-9.6015625,-10.140625,-11.40625
14,-3.294921875,-9.8046875,-12.1484375,-10.875,-10.390625,-11.5078125
15,-2.876953125,-11.4375,-11.4921875,-11.3359375,-9.7109375,-10.5
16,-3.4453125,-10.8046875,-11.5234375,-9.4296875,-10.0390625,-10.3515625
17,-4.140625,-5.6796875,-11.1328125,-10.1328125,-10.5390625,-11.4296875
18,-2.53125,-6.91796875,-11.359375,-10.703125,-8.8984375,-10.765625
19,-2.97265625,-10.296875,-11.7265625,-11.3515625,-11.28125,-12.1015625
