,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-6.2109375,-11.0390625,-11.3203125,-11.046875,-10.328125,-10.7421875
1,-8.703125,-11.515625,-9.9296875,-9.9765625,-9.21875,-10.375
2,-5.98828125,-10.8125,-10.9140625,-10.6953125,-10.078125,-10.8828125
3,-7.8671875,-11.421875,-10.859375,-10.7578125,-11.2421875,-10.796875
4,-6.171875,-12.5,-12.1328125,-12.6328125,-10.6796875,-9.84375
5,-7.22265625,-10.625,-11.40625,-10.4921875,-11.046875,-10.6328125
6,-11.1875,-11.5078125,-11.515625,-10.9296875,-10.890625,-14.1328125
7,-8.1328125,-11.390625,-10.625,-11.4140625,-11.03125,-10.7578125
8,-4.4453125,-9.875,-9.6328125,-9.7734375,-8.890625,-10.2109375
9,-5.66015625,-10.78125,-8.921875,-8.4609375,-8.703125,-9.46875
10,-7.15234375,-10.21875,-10.5390625,-9.6640625,-9.859375,-10.671875
11,-5.66796875,-11.171875,-8.8046875,-8.6953125,-10.1015625,-10.359375
12,-7.49609375,-11.125,-9.9296875,-10.1015625,-10.3203125,-11.703125
13,-5.12890625,-10.9375,-11.59375,-11.140625,-10.8046875,-11.4296875
14,-5.94140625,-9.765625,-8.9140625,-8.8359375,-9.4609375,-10.46875
15,-7.64453125,-11.2421875,-12.984375,-13.0390625,-14.0,-12.375
16,-6.26953125,-12.1484375,-9.640625,-10.6953125,-10.75,-10.703125
17,-9.5703125,-10.8515625,-11.0,-11.1015625,-10.0859375,-10.28125
18,-7.7109375,-10.484375,-8.90625,-9.1328125,-8.4921875,-8.515625
19,-6.4609375,-10.53125,-10.515625,-8.734375,-8.1875,-9.8671875
