,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-4.550399303436279,-3.8923110961914062,-5.820405006408691,-5.51485013961792,-4.755878448486328,-6.001357555389404
1,-4.4289984703063965,-6.295681953430176,-6.628236770629883,-6.280496120452881,-6.1363959312438965,-6.237481594085693
2,-4.58964729309082,-5.6746110916137695,-6.856708526611328,-6.832585334777832,-6.853361129760742,-6.991770267486572
3,-4.011788845062256,-5.143157958984375,-6.920150279998779,-6.681411266326904,-6.989809036254883,-7.39901876449585
5,-3.971846580505371,-5.8823747634887695,-5.856418132781982,-6.669419288635254,-6.569945335388184,-6.770124912261963
7,-5.246603488922119,-5.050005912780762,-4.902279853820801,-6.533939361572266,-6.310378551483154,-6.119388103485107
6,-4.3769402503967285,-4.962335109710693,-6.245960235595703,-6.397480010986328,-6.529697895050049,-6.875738620758057
8,-4.504817008972168,-5.681811332702637,-6.738905429840088,-7.10491943359375,-6.745501518249512,-7.163980484008789
9,-6.063312530517578,-4.173487186431885,-4.990788459777832,-5.417498588562012,-5.71320390701294,-5.485800743103027
10,-3.593733787536621,-3.52824068069458,-4.6491804122924805,-4.052525043487549,-6.004569053649902,-4.919934272766113
11,-5.868252754211426,-4.430416107177734,-4.5361199378967285,-4.641217708587647,-3.621258974075317,-8.157629013061523
13,-4.666499137878418,-4.674188613891602,-5.920456886291504,-6.319453716278076,-5.953673362731934,-6.715427398681641
12,-4.055117130279541,-5.416061401367188,-4.290067195892334,-4.529890060424805,-4.699185848236084,-3.480304002761841
14,-4.476222991943359,-4.874212265014648,-5.588550567626953,-6.370278835296631,-6.564140796661377,-6.5784101486206055
23,-4.138043880462647,-5.081879138946533,-5.924493312835693,-5.838705062866211,-6.509461879730225,-6.359369277954102
16,-4.773266792297363,-4.577809810638428,-4.401644706726074,-5.216845989227295,-5.214335441589356,-5.568496227264404
17,-4.01020622253418,-4.773552894592285,-4.8718109130859375,-5.30027961730957,-4.969908714294434,-6.80106258392334
18,-3.7139830589294434,-5.03240966796875,-4.96056604385376,-5.433017253875732,-4.604464054107666,-5.482761383056641
19,-4.061028957366943,-3.192290782928467,-3.940206527709961,-3.4595775604248047,-4.160240650177002,-4.398270606994629
4,-4.2503767013549805,-6.482292652130127,-7.166324138641357,-7.166324138641357,-7.06171178817749,-6.539492130279541
22,-3.8058791160583496,-6.170517921447754,-6.805006980895996,-6.172398567199707,-6.20075798034668,-6.22015905380249
21,-4.313963890075684,-4.9403076171875,-4.932170391082764,-4.990189552307129,-4.726920127868652,-5.847782135009766
15,-4.278412818908691,-5.852986812591553,-6.310634613037109,-6.738583564758301,-6.846941947937012,-6.389800071716309
20,-4.705535888671875,-5.270215034484863,-6.393787860870361,-5.6583170890808105,-5.178813457489014,-5.5919189453125
