,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-7.7265625,-7.109375,-7.3203125,-8.0390625,-7.94140625,-7.77734375
1,-7.54296875,-7.39453125,-7.578125,-7.078125,-7.23046875,-7.53125
2,-5.61328125,-6.7578125,-8.1015625,-9.1875,-9.0,-8.171875
3,-4.453125,-7.1171875,-6.32421875,-7.5234375,-7.99609375,-8.0703125
4,-7.08203125,-8.1015625,-6.25,-6.1640625,-6.1328125,-5.109375
5,-5.2109375,-7.6328125,-6.20703125,-6.34375,-6.50390625,-7.20703125
6,-6.12890625,-7.78515625,-7.99609375,-7.6328125,-8.1484375,-6.71484375
7,-6.80078125,-9.1328125,-9.890625,-8.921875,-8.6015625,-8.6328125
8,-4.6796875,-7.9375,-8.9296875,-8.2734375,-8.21875,-6.82421875
9,-5.1328125,-8.2109375,-7.51171875,-6.2890625,-6.94140625,-6.45703125
10,-6.98828125,-7.46875,-8.2890625,-9.125,-9.2265625,-8.1171875
11,-5.90234375,-7.41796875,-7.734375,-7.8359375,-7.609375,-8.078125
12,-15.9140625,-9.3671875,-10.59375,-8.7421875,-8.046875,-7.171875
13,-4.94140625,-7.3203125,-6.859375,-7.4453125,-7.46484375,-7.73828125
14,-7.59765625,-7.44921875,-7.91796875,-7.90234375,-7.6875,-7.6953125
15,-6.4375,-6.9453125,-8.0,-7.83203125,-8.8359375,-9.609375
16,-5.48828125,-8.296875,-7.91015625,-7.6953125,-8.0859375,-7.671875
17,-6.07421875,-7.38671875,-7.046875,-5.9375,-6.37890625,-6.33984375
18,-6.39453125,-6.7578125,-7.37890625,-7.56640625,-6.83203125,-7.62109375
19,-6.015625,-7.35546875,-6.98828125,-6.56640625,-7.17578125,-7.703125
