,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-5.97265625,-5.796875,-6.47265625,-7.41796875,-6.6796875,-7.77734375
1,-6.546875,-6.54296875,-6.4765625,-6.34765625,-6.34765625,-7.53125
2,-5.87890625,-5.5625,-7.4609375,-7.60546875,-7.7265625,-8.171875
3,-5.9609375,-5.39453125,-6.15234375,-6.921875,-6.95703125,-8.0703125
4,-6.86328125,-6.7421875,-6.08984375,-6.5,-5.67578125,-5.109375
5,-6.2578125,-6.5234375,-5.125,-5.6171875,-5.6171875,-7.20703125
6,-4.96875,-6.90234375,-6.93359375,-6.9296875,-6.8046875,-6.71484375
7,-5.25,-7.35546875,-8.390625,-7.6640625,-8.3828125,-8.6328125
8,-5.671875,-6.4609375,-6.6796875,-6.94921875,-7.40625,-6.82421875
9,-5.3984375,-6.55859375,-5.74609375,-6.14453125,-6.75390625,-6.45703125
10,-5.48828125,-6.26171875,-7.77734375,-8.46875,-8.9375,-8.1171875
11,-5.74609375,-6.7109375,-8.2421875,-7.71484375,-6.94140625,-8.078125
12,-6.6875,-8.125,-9.96875,-9.2109375,-7.08203125,-7.171875
13,-5.48046875,-6.55859375,-5.94140625,-6.8125,-6.7421875,-7.73828125
14,-5.703125,-5.921875,-6.6015625,-7.42578125,-7.2578125,-7.6953125
15,-6.67578125,-5.53515625,-6.96484375,-7.0703125,-8.0859375,-9.609375
16,-5.828125,-6.8828125,-7.12890625,-7.83203125,-6.3359375,-7.671875
17,-5.58203125,-6.94921875,-7.13671875,-6.08203125,-4.6875,-6.33984375
18,-5.90234375,-6.140625,-7.46484375,-7.24609375,-6.58984375,-7.62109375
19,-6.28515625,-6.71484375,-5.65234375,-5.76953125,-6.0703125,-7.703125
