,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-2.233149766921997,-3.169600248336792,-4.762136936187744,-6.470090389251709,-6.973274230957031,-6.56760835647583
1,-3.6194136142730713,-5.747241497039795,-7.225406169891357,-7.059543609619141,-7.6849260330200195,-8.067771911621094
2,-2.9728569984436035,-4.617725849151611,-4.549724578857422,-5.912011623382568,-6.545648574829102,-6.645291328430176
3,-2.8247201442718506,-5.339424133300781,-4.803012371063232,-4.4843430519104,-4.880146026611328,-4.316195964813232
5,-3.4400172233581543,-6.338583469390869,-5.175495624542236,-8.93574333190918,-8.706716537475586,-8.253241539001465
7,-3.1027095317840576,-3.840411901473999,-6.641876697540283,-5.853240966796875,-7.466711521148682,-7.137301445007324
6,-3.251485109329224,-4.539348125457764,-6.192183971405029,-6.799530029296875,-6.781380653381348,-7.503037929534912
8,-3.1247212886810303,-5.763289928436279,-6.099593639373779,-7.596767425537109,-8.460065841674805,-9.194125175476074
9,-3.1966371536254883,-4.0690107345581055,-3.410034418106079,-8.309357643127441,-7.99567699432373,-7.33709192276001
10,-3.647105216979981,-2.925011157989502,-3.273211717605591,-4.8106689453125,-5.512917518615723,-6.291295051574707
11,-3.361026763916016,-4.249965667724609,-3.931666374206543,-5.542689323425293,-7.740901947021484,-8.169562339782715
13,-3.019946575164795,-3.345089673995972,-2.728081464767456,-4.681487560272217,-7.33759880065918,-6.882900238037109
12,-3.5400681495666504,-7.67622709274292,-6.605949401855469,-4.652731418609619,-6.758761405944824,-10.68955135345459
14,-3.2284834384918213,-4.919439315795898,-5.04182767868042,-4.1566243171691895,-6.545637607574463,-7.258210182189941
23,-3.3937222957611084,-4.776068687438965,-3.773401737213135,-5.595772743225098,-7.382941722869873,-6.984872341156006
16,-3.30928373336792,-5.663210391998291,-7.463173866271973,-7.968212127685547,-7.993850231170654,-7.781845092773437
17,-3.96162462234497,-6.081248760223389,-6.160137176513672,-6.249582290649414,-7.945252895355225,-8.070242881774902
18,-4.024953842163086,-9.03605842590332,-8.686161041259766,-8.846187591552734,-8.914791107177734,-7.902539253234863
19,-2.886626720428467,-6.642912864685059,-6.395514965057373,-7.809062480926514,-7.37187385559082,-7.299971580505371
4,-4.404261589050293,-3.9672164916992174,-4.716392517089844,-7.847926616668701,-7.69319486618042,-7.342208862304687
22,-3.934147834777832,-4.826441764831543,-6.249334335327148,-4.151352882385254,-6.343245983123779,-5.334714889526367
21,-4.026167869567871,-6.250378131866455,-5.085566997528076,-5.676891326904297,-8.00241756439209,-8.072074890136719
15,-3.505661964416504,-4.1549072265625,-6.029171943664551,-8.522431373596191,-7.297101020812988,-7.243681907653809
20,-3.584193706512451,-4.364959716796875,-5.301483154296875,-6.08855676651001,-7.093693256378174,-6.1867218017578125
