,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-7.3203125,-8.7734375,-9.3515625,-10.9296875,-10.6328125,-11.3046875
1,-6.53515625,-9.8828125,-10.8515625,-11.3203125,-10.9375,-11.6640625
2,-6.35546875,-10.7265625,-11.1171875,-10.1328125,-10.7578125,-9.96875
3,-6.73046875,-7.578125,-8.8671875,-8.625,-9.59375,-12.2578125
4,-6.4921875,-7.5,-11.328125,-9.7890625,-10.7265625,-11.0703125
5,-6.390625,-8.5625,-10.3359375,-10.4296875,-9.3984375,-8.75
6,-8.0,-10.4609375,-12.015625,-12.5234375,-12.296875,-13.25
7,-6.83203125,-6.64453125,-8.7265625,-10.4453125,-10.7265625,-10.59375
8,-7.38671875,-7.359375,-11.046875,-10.109375,-10.3515625,-11.2890625
9,-7.171875,-9.265625,-10.96875,-11.265625,-9.6015625,-11.2265625
10,-7.375,-6.9140625,-10.4609375,-8.3515625,-8.8515625,-9.59375
11,-7.02734375,-11.03125,-11.640625,-11.5,-11.53125,-11.5859375
12,-6.7421875,-10.6640625,-12.0625,-10.6953125,-10.625,-11.03125
13,-7.1484375,-9.5390625,-9.6875,-10.7421875,-10.1484375,-10.5703125
14,-6.6796875,-6.1953125,-10.3984375,-8.5078125,-8.953125,-9.3828125
15,-7.10546875,-7.921875,-10.890625,-10.9140625,-10.984375,-12.296875
16,-7.12109375,-8.0078125,-11.078125,-9.9375,-11.359375,-12.0703125
17,-6.3359375,-10.2265625,-9.890625,-10.515625,-10.0546875,-11.2890625
18,-7.3046875,-10.1640625,-10.8046875,-9.984375,-10.390625,-10.765625
19,-6.75390625,-10.59375,-10.9296875,-10.8125,-10.0390625,-9.3828125
