,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-7.4921875,-9.7109375,-9.8828125,-10.9296875,-11.109375,-11.3046875
1,-7.515625,-10.6796875,-10.6796875,-10.875,-10.171875,-11.6640625
2,-7.16015625,-10.9375,-10.3515625,-10.640625,-9.53125,-9.96875
3,-7.44921875,-8.484375,-9.640625,-8.6796875,-9.390625,-12.2578125
4,-6.78125,-7.3671875,-10.7265625,-9.8125,-10.2109375,-11.0703125
5,-7.8984375,-8.96875,-9.953125,-9.6171875,-9.0859375,-8.75
6,-7.66015625,-11.1171875,-12.2421875,-12.09375,-11.453125,-13.25
7,-7.76953125,-6.46875,-9.28125,-9.390625,-9.671875,-10.59375
8,-7.53125,-9.03125,-11.34375,-10.0546875,-10.0625,-11.2890625
9,-7.4375,-10.1875,-11.0546875,-11.15625,-10.5859375,-11.2265625
10,-7.453125,-7.29296875,-10.2265625,-9.140625,-8.5546875,-9.59375
11,-7.41015625,-11.4453125,-11.0078125,-10.9375,-11.40625,-11.5859375
12,-7.0546875,-9.9765625,-11.6875,-10.4453125,-10.375,-11.03125
13,-7.84765625,-9.3515625,-10.6171875,-10.546875,-10.1796875,-10.5703125
14,-7.0390625,-6.51171875,-9.5234375,-8.265625,-8.6015625,-9.3828125
15,-7.34375,-9.2265625,-11.2265625,-11.4921875,-11.40625,-12.296875
16,-7.40234375,-9.7734375,-10.8671875,-10.84375,-11.40625,-12.0703125
17,-6.8828125,-10.90625,-10.2265625,-10.2265625,-10.1953125,-11.2890625
18,-7.9140625,-11.125,-10.703125,-10.0546875,-9.5546875,-10.765625
19,-6.76953125,-10.5390625,-10.3203125,-9.6796875,-9.6328125,-9.3828125
