,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-3.92578125,-5.72265625,-6.95703125,-7.99609375,-7.40625,-7.4296875
1,-5.21484375,-5.86328125,-6.25390625,-5.57421875,-6.69140625,-7.46484375
2,-3.388671875,-9.640625,-8.546875,-9.3984375,-7.30078125,-9.1875
3,-3.62109375,-6.79296875,-6.96484375,-7.4453125,-6.4375,-6.57421875
4,-3.880859375,-5.8984375,-7.33203125,-6.15625,-6.4375,-6.7890625
5,-3.7890625,-5.86328125,-6.26171875,-6.71875,-6.8359375,-7.26953125
6,-3.52734375,-5.71484375,-7.4375,-7.83203125,-7.48828125,-8.2109375
7,-4.09765625,-7.2890625,-7.11328125,-7.0,-7.17578125,-7.42578125
8,-4.46484375,-7.96484375,-6.375,-5.671875,-6.1171875,-6.9375
9,-4.19140625,-8.375,-7.41796875,-7.078125,-7.078125,-7.2890625
10,-4.390625,-6.84375,-12.9140625,-9.765625,-9.46875,-9.1484375
11,-3.890625,-8.1484375,-7.4453125,-6.96484375,-6.89453125,-7.73046875
12,-3.576171875,-6.97265625,-6.98046875,-7.92578125,-7.5234375,-8.671875
13,-4.20703125,-5.6015625,-7.3125,-6.4375,-7.0703125,-7.43359375
14,-4.4296875,-4.9921875,-6.234375,-6.92578125,-7.0859375,-7.54296875
15,-3.58984375,-8.765625,-7.57421875,-7.3359375,-7.01171875,-8.3671875
16,-4.1171875,-11.59375,-11.8984375,-12.8828125,-10.796875,-8.3515625
17,-4.234375,-6.796875,-7.390625,-8.3828125,-8.09375,-8.5234375
18,-4.01171875,-7.3515625,-8.8515625,-8.5,-8.078125,-7.6953125
19,-3.568359375,-5.08203125,-7.02734375,-6.98828125,-6.97265625,-7.45703125
