,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-4.73828125,-7.61328125,-7.328125,-7.98046875,-7.81640625,-7.4296875
1,-6.2421875,-6.58984375,-6.99609375,-6.80859375,-6.97265625,-7.46484375
2,-5.18359375,-10.09375,-8.921875,-10.0234375,-8.21875,-9.1875
3,-6.1875,-7.20703125,-6.984375,-7.20703125,-7.46875,-6.57421875
4,-5.078125,-7.30859375,-7.3828125,-6.63671875,-6.84375,-6.7890625
5,-4.41015625,-6.4453125,-6.95703125,-7.06640625,-7.1640625,-7.26953125
6,-4.2734375,-8.015625,-8.1640625,-8.2421875,-7.65234375,-8.2109375
7,-4.6484375,-8.09375,-7.26953125,-7.265625,-7.47265625,-7.42578125
8,-7.2265625,-8.453125,-6.87890625,-6.20703125,-5.9140625,-6.9375
9,-5.59765625,-8.796875,-7.83203125,-7.109375,-7.328125,-7.2890625
10,-5.55859375,-10.3203125,-14.0625,-10.7421875,-9.4140625,-9.1484375
11,-4.609375,-8.2421875,-7.4609375,-7.234375,-7.12890625,-7.73046875
12,-5.609375,-7.515625,-7.5625,-7.64453125,-7.91015625,-8.671875
13,-5.14453125,-6.2734375,-7.5078125,-6.9140625,-7.1328125,-7.43359375
14,-5.0,-5.68359375,-6.5,-6.87890625,-7.015625,-7.54296875
15,-4.578125,-9.7578125,-7.86328125,-7.7890625,-7.64453125,-8.3671875
16,-5.171875,-13.0078125,-12.6015625,-12.65625,-10.5859375,-8.3515625
17,-4.76171875,-7.234375,-7.75,-8.640625,-8.25,-8.5234375
18,-5.1796875,-8.921875,-8.765625,-8.953125,-8.453125,-7.6953125
19,-4.703125,-5.69140625,-7.08984375,-6.90625,-6.9921875,-7.45703125
