,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-3.529075860977173,-3.850906133651733,-6.478003978729248,-6.766436100006104,-6.151336669921875,-6.315302848815918
1,-3.355355978012085,-6.581897258758545,-7.335140705108643,-7.384660243988037,-6.677281856536865,-6.866107940673828
2,-2.691105842590332,-4.350369930267334,-6.735605239868164,-7.4600830078125,-7.823031425476074,-7.103804588317871
3,-3.2074005603790283,-4.635742664337158,-7.38062572479248,-7.309807777404785,-7.812629222869873,-7.496325492858887
5,-2.815851926803589,-4.975100517272949,-5.943080425262451,-6.913288593292236,-7.187573432922363,-6.596951007843018
7,-3.812145709991455,-3.609095573425293,-3.3603594303131104,-6.390946388244629,-7.763306140899658,-6.629220962524414
6,-3.4616079330444336,-4.785589694976807,-7.41165018081665,-7.149379253387451,-7.473100185394287,-7.452180862426758
8,-2.781069278717041,-4.86149263381958,-7.170026779174805,-8.034527778625488,-7.516797065734863,-7.913861274719238
9,-4.07122802734375,-4.795512676239014,-5.492773056030273,-6.39749002456665,-6.736185550689697,-6.20880937576294
10,-2.848477602005005,-4.116479873657227,-7.671884059906006,-6.784973621368408,-8.441390991210938,-7.03855562210083
11,-3.982789993286133,-3.4849374294281006,-3.872583150863648,-3.996643543243408,-3.538960218429565,-4.288734436035156
13,-3.186276912689209,-3.423813343048096,-7.581432342529297,-8.578155517578125,-7.957005977630615,-9.383995056152344
12,-2.996412992477417,-5.726895332336426,-3.848198890686035,-5.041886329650879,-5.782016754150391,-2.946666717529297
14,-2.1444902420043945,-4.776151657104492,-5.413595676422119,-7.688355922698975,-7.920841217041016,-8.236023902893066
23,-2.733638525009156,-3.667948007583618,-4.79886531829834,-4.828094959259033,-6.1389007568359375,-6.829677581787109
16,-3.017991781234741,-3.308295726776123,-3.066872358322144,-5.273107051849365,-5.29316520690918,-4.946049690246582
17,-2.948676824569702,-3.943234920501709,-4.27467679977417,-5.060257911682129,-5.088868141174316,-7.0754570960998535
18,-2.816054344177246,-3.7916553020477295,-3.545288562774658,-3.5143983364105225,-3.229217529296875,-3.735199451446533
19,-3.7102575302124015,-4.2278594970703125,-4.766659259796143,-4.89820671081543,-4.058689594268799,-4.826504230499268
4,-2.847790479660034,-7.392880439758301,-9.009554862976074,-9.009554862976074,-8.758156776428223,-7.54659366607666
22,-3.186124086380005,-5.646428108215332,-7.353667259216309,-7.41970682144165,-7.547833442687988,-7.039961338043213
21,-2.8463943004608154,-3.092517852783203,-3.644660472869873,-4.151291370391846,-4.06676197052002,-5.992971420288086
15,-3.3090975284576416,-6.072298526763916,-6.914134502410889,-8.35485553741455,-8.556009292602539,-7.723600387573242
20,-3.044398546218872,-5.455260276794434,-7.91753339767456,-6.248159408569336,-6.772761344909668,-5.546870708465576
