,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-6.7734375,-11.6015625,-12.0625,-10.9140625,-10.875,-12.2890625
1,-5.98828125,-11.15625,-10.90625,-10.0,-10.375,-10.0546875
2,-5.98828125,-11.859375,-11.046875,-10.65625,-10.46875,-12.4609375
3,-6.62890625,-11.0,-11.9609375,-11.875,-11.3828125,-11.8828125
4,-7.015625,-10.640625,-11.8515625,-11.015625,-11.5859375,-11.171875
5,-6.60546875,-8.75,-13.03125,-10.9375,-10.3046875,-11.21875
6,-7.07421875,-7.43359375,-12.21875,-10.296875,-10.734375,-10.2890625
7,-7.0546875,-9.0703125,-12.453125,-13.109375,-10.859375,-11.359375
8,-8.2109375,-11.3515625,-11.46875,-12.3203125,-8.046875,-8.7265625
9,-6.546875,-6.5703125,-11.09375,-11.46875,-11.03125,-11.9453125
10,-8.2734375,-13.4140625,-10.3671875,-10.15625,-9.8984375,-10.46875
11,-6.2265625,-14.609375,-12.7109375,-12.703125,-13.25,-13.1015625
12,-5.95703125,-11.578125,-10.84375,-10.2421875,-11.3671875,-11.4921875
13,-6.96484375,-12.0390625,-11.5546875,-11.1328125,-10.984375,-11.7578125
14,-6.75,-12.7578125,-12.8359375,-11.6640625,-11.1484375,-10.796875
15,-6.4921875,-7.25390625,-7.625,-11.4765625,-10.8828125,-11.78125
16,-7.578125,-11.453125,-10.3671875,-10.3984375,-10.6640625,-12.2890625
17,-7.4296875,-7.6484375,-7.1875,-7.71875,-8.640625,-10.6015625
18,-7.96875,-11.4375,-10.9140625,-12.46875,-10.5859375,-11.9765625
19,-5.95703125,-11.671875,-11.78125,-13.515625,-11.59375,-10.7890625
