,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-5.83984375,-6.71875,-5.95703125,-10.0859375,-9.5703125,-10.4921875
1,-5.0859375,-6.6953125,-9.9453125,-11.0546875,-8.0859375,-9.6953125
2,-5.8984375,-8.6171875,-8.5078125,-8.5234375,-8.7890625,-9.296875
3,-4.99609375,-3.8359375,-5.2109375,-7.9375,-6.25390625,-7.95703125
4,-5.10546875,-9.7890625,-9.390625,-8.7578125,-9.15625,-9.3203125
5,-6.04296875,-8.2578125,-8.84375,-10.078125,-9.421875,-10.421875
6,-4.9375,-8.6796875,-7.11328125,-7.46484375,-6.6484375,-6.75
7,-5.19921875,-7.3359375,-2.1171875,-8.3203125,-7.99609375,-8.4375
8,-6.17578125,-6.7109375,-7.671875,-7.9296875,-9.1328125,-9.1328125
9,-6.24609375,-7.2265625,-9.21875,-8.5,-8.6875,-9.0625
10,-6.359375,-7.68359375,-10.21875,-6.4296875,-7.32421875,-8.7109375
11,-6.13671875,-5.26953125,-5.31640625,-6.3984375,-9.125,-8.953125
12,-5.4296875,-8.46875,-9.6953125,-9.6015625,-9.953125,-9.796875
13,-4.83203125,-9.2421875,-8.0546875,-7.109375,-7.23828125,-8.15625
14,-6.0234375,-6.52734375,-8.921875,-10.328125,-10.7109375,-9.4375
15,-4.8359375,-5.203125,-10.6171875,-9.2265625,-9.2421875,-9.9140625
16,-4.296875,-5.22265625,-7.73828125,-8.109375,-8.859375,-8.2421875
17,-5.9765625,-8.859375,-8.5390625,-9.15625,-8.578125,-9.7578125
18,-4.59375,-7.58203125,-9.640625,-9.640625,-9.9375,-9.859375
19,-5.21484375,-8.8984375,-7.7421875,-8.59375,-8.375,-10.78125
