,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-8.3671875,-7.40234375,-7.0390625,-10.625,-10.09375,-10.4921875
1,-6.1796875,-7.203125,-10.9453125,-10.640625,-8.5859375,-9.6953125
2,-6.35546875,-8.6015625,-8.7265625,-8.65625,-8.953125,-9.296875
3,-4.55078125,-4.02734375,-5.0234375,-8.046875,-6.55859375,-7.95703125
4,-5.2265625,-9.765625,-9.15625,-9.6484375,-10.078125,-9.3203125
5,-7.74609375,-9.5,-8.7421875,-10.5859375,-10.46875,-10.421875
6,-4.8671875,-8.8828125,-7.5,-6.9375,-6.8046875,-6.75
7,-4.94921875,-5.984375,-2.9765625,-8.28125,-8.1015625,-8.4375
8,-6.265625,-6.19921875,-5.28515625,-8.5390625,-9.078125,-9.1328125
9,-6.6953125,-8.8046875,-8.8984375,-8.578125,-8.0,-9.0625
10,-7.375,-8.0625,-9.78125,-7.3671875,-7.4765625,-8.7109375
11,-5.859375,-6.16796875,-5.70703125,-5.890625,-8.6328125,-8.953125
12,-5.734375,-9.21875,-9.515625,-9.8046875,-9.78125,-9.796875
13,-4.30859375,-9.328125,-8.078125,-7.0234375,-6.875,-8.15625
14,-7.02734375,-8.0625,-9.6328125,-10.59375,-10.59375,-9.4375
15,-6.5,-6.5390625,-10.5546875,-10.375,-9.484375,-9.9140625
16,-5.36328125,-6.6796875,-8.2734375,-8.03125,-8.5546875,-8.2421875
17,-6.2265625,-9.328125,-8.9609375,-8.71875,-8.0625,-9.7578125
18,-5.4140625,-9.453125,-10.2578125,-10.0703125,-9.625,-9.859375
19,-5.6953125,-9.3671875,-8.796875,-8.8046875,-9.3515625,-10.78125
