,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,1.0,1.0,1.0,0.9427083333333334,0.9791666666666666,0.578125
1,0.8333333333333334,0.9010416666666666,0.6041666666666666,0.1458333333333333,0.2083333333333333,0.5572916666666666
2,0.796875,0.9635416666666666,0.9635416666666666,0.9114583333333334,0.9947916666666666,0.8072916666666666
3,0.8802083333333334,0.9375,0.796875,0.4166666666666667,0.9895833333333334,0.875
4,0.9635416666666666,0.46875,0.8333333333333334,0.2760416666666667,0.671875,0.046875
5,0.9270833333333334,0.8802083333333334,0.921875,0.9583333333333334,0.8541666666666666,0.5104166666666666
6,0.890625,1.0,0.6197916666666666,0.90625,0.8697916666666666,0.7135416666666666
7,0.8802083333333334,0.9270833333333334,0.9270833333333334,0.875,0.8854166666666666,0.7864583333333334
8,0.75,0.9375,0.8020833333333334,0.953125,0.9635416666666666,0.7916666666666666
9,0.8489583333333334,0.9166666666666666,0.8541666666666666,0.4375,0.9479166666666666,0.828125
10,0.9166666666666666,0.9947916666666666,0.9375,0.8802083333333334,0.9635416666666666,0.0416666666666666
11,0.9114583333333334,0.9166666666666666,0.875,0.9947916666666666,0.9947916666666666,0.953125
12,0.7291666666666666,0.65625,0.6041666666666666,0.2395833333333333,0.6614583333333334,0.2552083333333333
13,0.9947916666666666,0.8645833333333334,0.8697916666666666,0.9635416666666666,0.9479166666666666,0.9166666666666666
14,0.8802083333333334,0.8333333333333334,0.9583333333333334,0.7447916666666666,0.796875,0.78125
15,0.875,0.9114583333333334,0.578125,0.3385416666666667,0.8385416666666666,0.453125
16,0.9427083333333334,0.8385416666666666,0.9635416666666666,0.9270833333333334,0.9583333333333334,0.953125
17,0.6458333333333334,0.9270833333333334,0.8489583333333334,0.9895833333333334,0.9270833333333334,0.9010416666666666
18,0.9635416666666666,0.8802083333333334,0.7604166666666666,0.5677083333333334,0.8333333333333334,0.4479166666666667
19,0.84375,0.9479166666666666,0.8645833333333334,1.0,0.9635416666666666,0.9270833333333334
