,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-5.31640625,-7.85546875,-12.734375,-12.390625,-11.203125,-10.2109375
1,-5.7578125,-5.6875,-12.15625,-12.46875,-12.1484375,-11.4453125
2,-6.32421875,-12.5390625,-12.7109375,-12.5859375,-12.078125,-12.6640625
3,-5.48828125,-9.6171875,-12.296875,-11.3515625,-11.921875,-11.3671875
4,-6.765625,-8.453125,-9.1953125,-8.9453125,-12.5546875,-13.265625
5,-6.078125,-8.828125,-13.15625,-12.953125,-11.921875,-12.703125
6,-5.80078125,-9.7578125,-12.6875,-12.265625,-12.3671875,-13.390625
7,-6.80078125,-12.0078125,-12.046875,-11.2578125,-11.71875,-9.7578125
8,-5.81640625,-6.375,-12.8984375,-13.3359375,-13.0234375,-11.578125
9,-6.2109375,-4.99609375,-8.109375,-11.0703125,-12.3671875,-12.125
10,-5.98828125,-11.6171875,-12.53125,-10.7890625,-11.8125,-11.6640625
11,-5.77734375,-9.75,-12.9765625,-12.765625,-12.9140625,-13.8046875
12,-5.01953125,-7.33203125,-11.1875,-11.703125,-10.78125,-11.0
13,-6.6015625,-10.203125,-11.9609375,-11.8828125,-11.8671875,-12.1875
14,-6.625,-7.640625,-11.96875,-13.78125,-13.09375,-13.0078125
15,-6.3046875,-7.25,-9.953125,-14.453125,-13.421875,-13.875
16,-5.81640625,-12.0625,-12.1953125,-12.0859375,-11.7890625,-12.1640625
17,-7.3671875,-5.9453125,-10.921875,-12.5078125,-10.78125,-11.5234375
18,-5.92578125,-12.65625,-13.2578125,-12.8828125,-12.296875,-12.015625
19,-5.0234375,-6.265625,-12.140625,-12.28125,-11.53125,-12.3515625
