,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-5.21484375,-5.45703125,-12.7109375,-12.1875,-10.6953125,-10.2109375
1,-5.1953125,-5.08984375,-11.5,-11.578125,-12.078125,-11.4453125
2,-5.73828125,-12.5859375,-11.734375,-12.4296875,-10.8828125,-12.6640625
3,-5.55859375,-8.46875,-12.625,-10.9140625,-12.1328125,-11.3671875
4,-6.37890625,-8.921875,-9.046875,-8.25,-11.34375,-13.265625
5,-5.1171875,-8.1796875,-12.546875,-12.5625,-10.5390625,-12.703125
6,-5.453125,-6.69140625,-10.015625,-10.015625,-10.015625,-13.390625
7,-5.94921875,-10.53125,-12.1015625,-11.0625,-11.8671875,-9.7578125
8,-5.8984375,-6.8125,-12.3203125,-12.34375,-13.4921875,-11.578125
9,-5.10546875,-4.51953125,-6.21875,-10.0703125,-11.5078125,-12.125
10,-5.47265625,-10.78125,-12.390625,-10.3046875,-10.8359375,-11.6640625
11,-5.453125,-8.34375,-12.1484375,-12.1640625,-12.3046875,-13.8046875
12,-5.3515625,-6.38671875,-11.578125,-10.4140625,-10.703125,-11.0
13,-5.83203125,-9.28125,-9.0703125,-11.453125,-11.21875,-12.1875
14,-6.00390625,-7.78515625,-12.4453125,-14.765625,-11.78125,-13.0078125
15,-5.421875,-6.94921875,-8.7734375,-14.3046875,-12.84375,-13.875
16,-5.53515625,-11.171875,-12.421875,-11.4921875,-11.6640625,-12.1640625
17,-6.13671875,-5.1953125,-6.99609375,-10.359375,-10.2578125,-11.5234375
18,-5.61328125,-11.734375,-12.203125,-12.9375,-11.5234375,-12.015625
19,-4.76171875,-5.890625,-12.46875,-11.8984375,-10.4296875,-12.3515625
