,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin,agent0_433,agent1_433,agent2_433,agent3_433,agent4_433,agent5_433
0,-0.8235681056976318,-1.3328044414520264,-0.9353173971176147,-0.7021006345748901,-0.8025485277175903,-0.7515117526054382,-0.0148597061634063,-0.0571155734360218,-0.0116313369944691,-0.4842645525932312,-9.39052677154541,-12.157220840454102
2,-1.066901683807373,-1.4002965688705444,-2.599860191345215,-0.5220428109169006,-0.6411460041999817,-0.4191178381443023,-0.2440306991338729,-0.100168839097023,-0.2134001404047012,-12.094833374023438,-10.233753204345703,-11.594977378845217
4,-1.0868260860443115,-1.1981463432312012,-0.3459520637989044,-0.2205235213041305,-0.2657895684242248,-0.3854320645332336,-0.0967172905802726,-0.3757952451705932,-33.72183990478516,-32.722564697265625,-34.7205810546875,-37.57345581054688
6,-0.6481993198394775,-1.4282076358795166,-0.164239764213562,-0.1878250241279602,-0.1868517100811004,-0.1680810749530792,-0.006288384553045,-0.1046441569924354,-16.278467178344727,-14.76130199432373,-14.618996620178224,-16.42373275756836
5,-0.7881930470466614,-1.3791362047195437,-0.3147501945495605,-1.241140365600586,-0.3740416467189789,-0.581835150718689,-0.3427020609378814,-3.870181083679199,-15.19393253326416,-15.771299362182615,-13.133467674255373,-17.871685028076172
1,-0.8079408407211304,-0.823694109916687,-1.0397502183914185,-1.0150518417358398,-0.4057473540306091,-0.4910805821418762,-0.160085454583168,-2.881276130676269,-0.326093316078186,-1.914417028427124,-0.4596895575523376,-6.319280624389648
3,-0.631992757320404,-0.2408433407545089,-0.8400397896766663,-0.4665082693099975,-0.268606036901474,-0.413549393415451,-0.0066853906027972,-4.606865406036377,-0.5679059028625488,-0.266638845205307,-3.671017408370972,-8.758705139160156
7,-1.2728087902069092,-1.436518669128418,-0.3817465603351593,-0.1538536697626114,-0.3929723799228668,-0.3639911115169525,-0.5696960687637329,-3.8723509311676025,-10.413546562194824,-16.59894371032715,-32.21607971191406,-34.63180160522461
8,-1.0355007648468018,-1.4546427726745603,-0.450822114944458,-0.4724316000938415,-0.4250523447990417,-0.4976794123649597,-0.4110590815544128,-6.321034908294678,-5.304749488830566,-5.212100505828857,-5.118095874786377,-11.766393661499023
10,-0.7385157346725464,-1.9579285383224487,-0.462568461894989,-0.2928071618080139,-0.2132372856140136,-0.1676160246133804,-0.5155295729637146,-0.1127469688653945,-0.4692135155200958,-5.117827892303467,-17.75147819519043,-11.580733299255371
12,-0.7600352764129639,-0.511665403842926,-1.2380850315093994,-2.5851619243621826,-0.1972233355045318,-0.198385864496231,-1.5825309753417969,-0.3125182092189789,-0.1111829429864883,-0.7279412746429443,-17.52486228942871,-23.955846786499023
14,-0.6342744827270508,-1.78890860080719,-0.9347754716873168,-0.4453772604465484,-0.1754507720470428,-0.2933928966522217,-1.7724515199661257,-0.2777981758117676,-9.783388137817385,-10.454047203063965,-36.50626373291016,-37.258148193359375
13,-0.2690111100673675,-1.063876748085022,-0.2812228202819824,-0.7214394807815552,-1.3253735303878784,-0.4810969829559326,-0.0646436214447021,-0.5105977654457092,-6.678779125213623,-0.1812511086463928,-0.0573844388127327,-29.0869197845459
11,-0.8669614791870117,-0.7948079109191895,-0.4522592425346374,-0.5337053537368774,-0.25575852394104,-0.1466557681560516,-0.188851773738861,-2.4308512210845947,-4.514026165008545,-11.888009071350098,-17.027055740356445,-18.83369255065918
9,-0.4743803739547729,-1.7220375537872314,-0.3585705757141113,-0.2045160084962844,-0.4414741992950439,-0.3561471104621887,-0.4525079429149627,-0.1441822946071624,-3.924262762069702,-6.7369704246521,-8.714253425598145,-10.938923835754396
15,-0.7328406572341919,-1.099191188812256,-1.2069706916809082,-2.1120824813842773,-0.2015240490436554,-0.4543471932411194,-1.138970971107483,-0.1582036018371582,-0.3837528824806213,-2.107728958129883,-22.05828666687012,-21.11324119567871
18,-0.9244570136070251,-0.5789376497268677,-0.3166282773017883,-0.2216342687606811,-0.4048618972301483,-0.3716214001178741,-0.7709038853645325,-0.8825295567512512,-3.631535291671753,-8.355792999267578,-7.743581771850586,-11.77517795562744
16,-1.1543173789978027,-1.8437492847442627,-1.6228619813919067,-2.5404770374298096,-0.8346760869026184,-1.033342361450195,-0.1220175921916961,-0.0715722814202308,-0.0119192451238632,-0.0675113424658775,-2.9321134090423584,-11.364190101623535
19,-1.1292855739593506,-1.499919295310974,-0.7058578133583069,-0.5873293280601501,-0.5873293280601501,-0.8415201902389526,-0.6060571074485779,-0.1073618084192276,-11.511068344116213,-4.77439022064209,-4.77439022064209,-11.616625785827637
17,-0.8555570244789124,-1.0251150131225586,-2.6257240772247314,-0.711818516254425,-0.6541962027549744,-0.9566383957862854,-0.2524751424789428,-1.229580640792847,-0.5474954843521118,-9.809649467468262,-14.077098846435549,-10.947038650512695
