,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-2.7515602111816406,-3.2186708450317383,-5.30614185333252,-7.328315734863281,-7.100017547607422,-7.727423667907715
1,-1.0778896808624268,-2.930772066116333,-5.409719467163086,-8.140361785888672,-8.438680648803711,-7.721639156341553
2,-4.233978748321533,-4.4913411140441895,-5.292422294616699,-5.728907585144043,-8.658370971679688,-8.238521575927734
3,-1.914758563041687,-2.839404344558716,-3.817276954650879,-5.829896450042725,-8.236867904663086,-8.608519554138184
5,-1.4419291019439695,-4.594449520111084,-7.173419952392578,-7.182869911193848,-8.310460090637207,-7.247610569000244
7,-1.4393435716629028,-3.94327974319458,-2.0972604751586914,-6.851396083831787,-8.04670524597168,-7.087730407714844
6,-1.041298508644104,-5.436629295349121,-3.7941954135894775,-6.987846374511719,-7.7219462394714355,-7.9623942375183105
8,-1.2524493932724,-1.989717960357666,-6.846523761749268,-7.047136306762695,-7.091999530792236,-6.998929500579834
9,-1.696322679519653,-2.761549711227417,-7.272962093353271,-7.58240795135498,-7.579219341278076,-6.971025466918945
10,-1.0552098751068115,-2.45313024520874,-4.619197845458984,-6.760962009429932,-8.076910018920898,-7.610427856445312
11,-1.0877941846847534,-2.7004036903381348,-3.0468997955322266,-3.743283033370972,-2.273350715637207,-2.350391864776612
13,-2.0072741508483887,-3.117225646972656,-3.951527118682861,-7.513133525848389,-8.166894912719727,-8.225268363952637
12,-1.4901411533355713,-3.370014905929565,-4.5724287033081055,-7.157268047332764,-7.056410789489746,-7.451727390289307
14,-1.5636707544326782,-4.983335018157959,-7.19221830368042,-7.275532722473144,-7.702733039855957,-7.447588443756103
23,-1.1990147829055786,-2.4884629249572754,-3.54953408241272,-3.789719820022583,-5.260704040527344,-7.799744606018066
16,-1.535435676574707,-2.7173337936401367,-2.8319668769836426,-4.694803714752197,-8.785179138183594,-8.561330795288086
17,-1.990079045295716,-5.049574851989746,-3.99840784072876,-4.943580627441406,-7.51747989654541,-7.744438648223877
18,-1.434548020362854,-5.833284378051758,-6.631059646606445,-6.370429515838623,-6.25654411315918,-6.3799729347229
19,-1.7502981424331665,-3.8990769386291504,-2.546308755874634,-6.031921863555908,-7.93686580657959,-7.628724098205566
4,-1.472559928894043,-2.6769442558288574,-6.463886737823486,-8.431743621826172,-8.811494827270508,-8.282794952392578
22,-1.795944333076477,-2.945523977279663,-4.4974684715271,-8.281213760375977,-8.158968925476074,-7.92645263671875
21,-1.6950459480285645,-4.333675861358643,-3.35162615776062,-6.1956305503845215,-7.199827671051025,-7.402553558349609
15,-2.437344074249268,-4.652580738067627,-2.613347053527832,-4.607824325561523,-8.494657516479492,-7.963200092315674
20,-0.8435595631599426,-5.17496395111084,-7.483033180236816,-7.576885223388672,-6.901828289031982,-7.530096054077148
