,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo,agent0_201,agent1_201,agent2_201,agent3_201,agent4_201,agent5_201
0,-1.1434385776519775,-2.94341778755188,-5.429932594299316,-7.527017593383789,-7.147869110107422,-7.727423667907715,-0.2258196026086807,-0.2135080099105835,-0.1754210591316223,-26.377838134765625,-30.93223190307617,-28.19941711425781
2,-1.1946146488189695,-2.702011108398437,-2.4161531925201416,-5.088547229766846,-8.376364707946777,-8.238521575927734,-0.5267356038093567,-0.1058534532785415,-0.0431965142488479,-0.4429875612258911,-8.342779159545898,-16.102294921875
4,-1.1470667123794556,-2.514599561691284,-5.667850494384766,-7.970747947692871,-8.03039836883545,-8.282794952392578,-0.3252762258052826,-0.1641610860824585,-0.3975212275981903,-8.152840614318848,-12.34146213531494,-12.900370597839355
6,-0.7931371927261353,-2.620891094207764,-2.1260125637054443,-6.6656494140625,-7.492173194885254,-7.9623942375183105,-1.4996726512908936,-4.009903430938721,-1.2732547521591189,-3.1907193660736084,-3.4573771953582764,-34.17057037353516
5,-1.2168877124786377,-3.047728538513184,-6.113040447235107,-6.989304542541504,-8.265424728393555,-7.247610569000244,-0.324255496263504,-1.8130491971969604,-2.6409428119659424,-8.392380714416504,-30.55422019958496,-28.91957092285156
1,-0.906228482723236,-2.597212553024292,-5.404554843902588,-7.580926895141602,-8.540024757385254,-7.721639156341553,-0.5137330889701843,-0.1584082394838333,-1.006893515586853,-10.969541549682615,-23.429256439208984,-19.57670021057129
3,-1.2420787811279297,-2.089308977127075,-2.619680166244507,-5.2240891456604,-7.873650550842285,-8.608519554138184,-0.0166424307972192,-0.5594099164009094,-0.1315093636512756,-0.681287407875061,-21.952970504760746,-27.85726547241211
7,-1.3452194929122925,-4.059201240539551,-2.009815692901612,-6.495569705963135,-7.836496353149414,-7.087730407714844,-0.6959764361381531,-0.2657077014446258,-0.1852955669164657,-0.206976056098938,-10.331119537353516,-23.81206512451172
8,-1.442765712738037,-2.1451528072357178,-6.5827717781066895,-6.120784759521484,-6.92378044128418,-6.998929500579834,-1.2213901281356812,-0.2499228715896606,-9.13356590270996,-6.084543228149414,-9.56159782409668,-11.14496612548828
10,-1.1467711925506592,-2.542293071746826,-4.246766090393066,-6.356608867645264,-7.277482986450195,-7.610427856445312,-0.6405532360076904,-0.5424293279647827,-0.3170698285102844,-0.8208349347114563,-22.93115234375,-22.541318893432617
12,-1.3670517206192017,-3.522305011749268,-4.701883316040039,-7.123061656951904,-7.123061656951904,-7.451727390289307,-1.248546481132507,-0.6098751425743103,-4.637761116027832,-11.544964790344238,-11.544964790344238,-18.250946044921875
14,-0.9783319234848022,-3.1383395195007324,-6.742140769958496,-5.981567859649658,-6.865912914276123,-7.447588443756103,,,,,,
13,-1.375514030456543,-1.9399901628494265,-3.803946018218994,-7.279572010040283,-8.041411399841309,-8.225268363952637,-0.14194355905056,-0.1421777606010437,-0.2760078608989715,-9.13769245147705,-12.147191047668455,-13.701912879943848
11,-0.9670163989067078,-2.408458709716797,-2.667325496673584,-3.1593897342681885,-2.5006537437438965,-2.350391864776612,-0.546436071395874,-0.0565810017287731,-0.296694278717041,-0.7668731212615967,-1.336045742034912,-0.6957077980041504
18,-1.4598500728607178,-5.053040504455566,-6.812947750091553,-6.580344676971436,-5.879952430725098,-6.3799729347229,-0.1350567191839218,-0.5434413552284241,-2.1593005657196045,-13.449130058288574,-13.232458114624023,-13.912527084350586
15,-1.3742445707321167,-3.399784803390503,-1.7041380405426023,-5.523690223693848,-8.667522430419922,-7.963200092315674,,,,,,
9,-1.2233954668045044,-2.946772575378418,-6.619900703430176,-7.529930591583252,-7.529930591583252,-6.971025466918945,-1.0554629564285278,-0.2261600345373153,-9.745027542114258,-14.31361961364746,-14.31361961364746,-14.17470932006836
16,-1.2511847019195557,-1.4740864038467407,-1.5691474676132202,-4.690287590026856,-8.204103469848633,-8.561330795288086,-0.510749101638794,-0.2303411066532135,-0.3140307962894439,-0.6083670854568481,-12.57227611541748,-11.264623641967772
19,-1.3694885969161987,-2.724362373352051,-1.8239922523498533,-4.856672763824463,-7.1750168800354,-7.628724098205566,-1.1245794296264648,-0.5782781839370728,-0.3998796045780182,-8.191141128540039,-31.10264587402344,-32.739749908447266
17,-1.1119976043701172,-5.036684036254883,-3.122921705245972,-4.42511510848999,-6.886147499084473,-7.744438648223877,-0.6728099584579468,-1.3843477964401243,-0.1494819223880767,-1.564939260482788,-22.38761711120605,-30.841732025146484
