,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-2.370704174041748,-6.706660270690918,-5.975869655609131,-6.349575519561768,-5.535442352294922,-6.1864776611328125
1,-1.6609872579574585,-1.1509734392166138,-3.8724639415740967,-5.82277250289917,-5.220841407775879,-5.643821716308594
2,-1.7175416946411133,-6.767919063568115,-6.773327827453613,-6.305636882781982,-6.393040657043457,-6.329113960266113
4,-1.363394021987915,-6.54437780380249,-6.632807731628418,-6.276200771331787,-6.911353588104248,-6.749605178833008
3,-1.7496787309646606,-6.879581928253174,-5.871114730834961,-6.269975662231445,-6.765256881713867,-6.637701034545898
5,-1.427784085273743,-6.857390403747559,-7.09330415725708,-6.608911514282227,-6.699479103088379,-7.198105335235596
7,-1.4757399559020996,-1.7572143077850342,-6.493537425994873,-6.937406539916992,-5.22822380065918,-5.517184734344482
6,-2.6500661373138428,-6.959726810455322,-6.377511024475098,-5.760507106781006,-5.765082359313965,-6.043562889099121
8,-1.8841902017593384,-5.844064712524414,-6.378047466278076,-5.919510364532471,-5.944618701934815,-6.340807914733887
15,-1.742292404174805,-6.197821617126465,-6.086601257324219,-6.304713726043701,-6.90776252746582,-7.542747497558594
9,-1.9987928867340088,-3.4824469089508057,-4.0950422286987305,-5.618936538696289,-5.877902507781982,-6.174010276794434
14,-1.6277343034744265,-7.80300760269165,-7.611332416534424,-6.202414989471436,-6.41217851638794,-7.100666046142578
10,-2.5413918495178223,-4.576627254486084,-5.781497478485107,-5.702607154846191,-4.816813945770264,-5.330700874328613
12,-2.647193670272827,-1.4630318880081177,-6.910707950592041,-5.890969276428223,-6.059848308563232,-6.14543342590332
11,-1.1016643047332764,-6.230019092559815,-5.639922618865967,-6.013209819793701,-5.858089923858643,-6.742084503173828
13,-1.808176755905152,-5.265936851501465,-6.879937648773193,-6.609344959259033,-4.403233051300049,-6.399460315704346
16,-1.484499216079712,-6.971670627593994,-5.849171161651611,-5.827401161193848,-6.317471981048584,-6.456127166748047
17,-2.8932273387908936,-4.316906929016113,-7.57894229888916,-8.27790641784668,-8.326354026794434,-7.399538040161133
18,-2.6209933757781982,-6.926178932189941,-6.315387725830078,-5.801136016845703,-5.913703918457031,-6.829174041748047
19,-1.6659575700759888,-5.4521565437316895,-5.179279804229736,-7.06339693069458,-6.893031120300293,-6.30845832824707
