,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-1.5205078125,-6.39453125,-6.68359375,-6.796875,-6.796875,-9.1015625
1,-1.451171875,-6.49609375,-5.265625,-6.3125,-7.5,-9.0625
2,-0.73046875,-7.0,-6.8359375,-7.12109375,-6.078125,-7.51953125
3,-1.232421875,-6.55078125,-6.98828125,-8.5703125,-10.2890625,-10.078125
4,-2.349609375,-8.4140625,-10.046875,-8.8359375,-8.9296875,-7.68359375
5,-0.6455078125,-6.8359375,-6.83984375,-7.765625,-8.53125,-8.3828125
6,-1.12109375,-8.2421875,-8.0234375,-8.84375,-9.1171875,-11.1953125
7,-0.56787109375,-8.5,-9.2421875,-8.3046875,-6.9375,-9.0390625
8,-1.291015625,-7.3828125,-6.17578125,-6.83203125,-6.45703125,-6.96875
9,-1.2255859375,-4.97265625,-5.16796875,-5.26953125,-5.3203125,-7.21484375
10,-1.0439453125,-8.3671875,-11.8359375,-10.3515625,-9.90625,-11.09375
11,-0.78662109375,-6.2421875,-6.96875,-5.8515625,-5.65625,-8.1953125
12,-1.6923828125,-7.35546875,-6.12890625,-7.08984375,-7.82421875,-7.80859375
13,-1.1728515625,-7.17578125,-6.91796875,-7.30078125,-6.74609375,-7.52734375
14,-1.310546875,-8.25,-8.7265625,-9.0078125,-7.96875,-8.5625
15,-1.0517578125,-6.73046875,-6.55859375,-7.53515625,-7.16796875,-8.359375
16,-1.28515625,-6.4609375,-3.98828125,-4.07421875,-9.0234375,-9.9375
17,-1.228515625,-7.23046875,-6.4296875,-5.05859375,-4.3671875,-6.05859375
18,-0.75048828125,-7.828125,-7.98828125,-7.60546875,-10.3671875,-10.078125
19,-0.64501953125,-6.44140625,-6.1640625,-6.70703125,-8.578125,-8.1484375
