,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-3.973684549331665,-7.10067081451416,-3.284154176712036,-3.696669340133667,-3.699403762817383,-3.950198173522949
1,-2.167752265930176,-3.0245931148529053,-3.442922115325928,-3.438142776489258,-3.1636264324188232,-3.2796225547790527
2,-2.0796048641204834,-1.8291140794754028,-3.3764686584472656,-3.269273281097412,-3.347739696502685,-3.605859756469727
4,-2.297962188720703,-4.0211181640625,-3.5252456665039062,-2.5115835666656494,-3.221137046813965,-3.860974311828613
3,-2.732546806335449,-1.9442825317382808,-2.231485605239868,-2.0501039028167725,-2.3088958263397217,-2.8382370471954346
5,-3.039355993270874,-1.9501185417175293,-3.106929063796997,-3.68744707107544,-3.030663013458252,-4.090386390686035
7,-2.5910706520080566,-3.381402969360352,-2.8494722843170166,-3.310699224472046,-3.1044509410858154,-3.264709711074829
6,-2.07297945022583,-1.7239658832550049,-3.793951749801636,-3.4462478160858154,-3.779967069625856,-4.492880821228027
8,-2.6662750244140625,-3.194466114044189,-3.8249082565307617,-3.442088842391968,-3.996338129043579,-5.575883865356445
15,-2.9470467567443848,-2.0592808723449707,-1.4782203435897827,-2.69053602218628,-4.335806369781494,-4.526282787322998
9,-2.226814031600952,-3.559032201766968,-3.4100148677825928,-3.1170804500579834,-2.9492831230163574,-3.3612539768218994
14,-2.102099895477295,-3.669443845748901,-3.2684574127197266,-2.9792799949646,-2.7695353031158447,-3.343151330947876
10,-2.50447416305542,-1.9436933994293213,-3.101675510406494,-3.831373691558838,-3.436688184738159,-3.6492769718170166
12,-2.6742000579833984,-3.396683931350708,-3.629363059997559,-4.196482181549072,-3.583329439163208,-3.974733352661133
11,-2.2472472190856934,-3.4914143085479736,-3.593301773071289,-3.4852781295776367,-3.3401899337768555,-3.635742425918579
13,-3.0492305755615234,-4.67987585067749,-2.8385205268859863,-4.197657585144043,-3.6475131511688232,-4.1322784423828125
16,-2.4483587741851807,-2.8880419731140137,-4.430654525756836,-4.148406982421875,-4.222476005554199,-4.567945957183838
17,-2.1860337257385254,-3.4199793338775635,-2.902926683425904,-3.705243587493897,-3.6611504554748535,-3.677931547164917
18,-3.782482147216797,-2.0642242431640625,-2.849498987197876,-3.208604574203491,-3.213970422744751,-4.021237850189209
19,-2.087568998336792,-3.0803146362304688,-2.0583536624908447,-2.3171474933624268,-2.9380288124084477,-3.588372230529785
