,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
1,-5.783928871154785,-12.41860294342041,-12.089702606201172,-12.179996490478516,-12.50818920135498,-12.719401359558104
3,-7.507877349853516,-8.29582405090332,-7.387165069580078,-12.631622314453123,-10.656940460205078,-12.1320161819458
8,-5.898098945617676,-12.18973445892334,-12.827919960021973,-12.617633819580078,-11.803494453430176,-13.344930648803713
2,-7.024864196777344,-11.848811149597168,-12.352533340454102,-11.911511421203612,-12.065582275390623,-11.440960884094238
14,-5.6471333503723145,-12.855453491210938,-12.163823127746582,-12.56551456451416,-11.9544038772583,-12.848184585571287
12,-5.611810684204102,-11.830370903015137,-12.64511775970459,-12.24073600769043,-12.647988319396973,-12.53039836883545
21,-5.786312103271484,-7.06550407409668,-11.15990924835205,-11.69865894317627,-12.280888557434082,-12.248749732971191
23,-6.826965808868408,-12.562363624572754,-12.23766040802002,-12.239828109741213,-12.313973426818848,-12.54987621307373
9,-5.693437576293945,-12.321533203125,-12.566306114196776,-12.238564491271973,-12.38924503326416,-12.373696327209473
11,-5.740387439727783,-11.584053993225098,-11.601369857788086,-11.801188468933104,-12.243722915649414,-12.21074390411377
10,-6.313455581665039,-9.330805778503418,-12.439560890197754,-9.342933654785156,-11.723174095153809,-9.80873680114746
0,-6.010586261749268,-8.838827133178711,-11.609402656555176,-11.631298065185549,-12.328607559204102,-12.18669319152832
17,-6.361818790435791,-9.398151397705078,-13.585063934326172,-13.556204795837402,-13.03999137878418,-12.87553882598877
18,-6.747645378112793,-13.09656047821045,-12.977792739868164,-11.679469108581545,-11.92506217956543,-12.168872833251951
19,-6.446755886077881,-12.187541007995604,-12.499015808105469,-11.24838924407959,-11.562076568603516,-12.563138008117676
16,-7.205587863922119,-5.371328353881836,-9.23389720916748,-11.865337371826172,-12.517247200012209,-12.5158109664917
4,-5.188321590423584,-11.443243980407717,-12.247838020324709,-12.463790893554688,-10.966876029968262,-12.0941162109375
20,-5.589052677154541,-10.490200996398926,-12.58103084564209,-12.1741304397583,-12.503313064575195,-12.581334114074709
5,-6.00842809677124,-11.944174766540527,-11.878342628479004,-11.638639450073242,-11.737159729003906,-11.329060554504396
13,-6.491241455078125,-12.82470703125,-12.040608406066896,-11.347918510437012,-11.654176712036133,-12.332618713378906
6,-7.394286632537842,-10.559869766235352,-12.358729362487791,-10.969237327575684,-10.944493293762209,-11.604020118713379
