,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-5.500251293182373,-7.980396747589111,-9.621566772460938,-10.520064353942873,-11.54656219482422,-12.18669319152832
1,-5.02021598815918,-11.397913932800291,-12.016114234924316,-11.902503967285156,-11.949920654296877,-12.719401359558104
2,-5.622108459472656,-10.984036445617676,-12.65744686126709,-10.71313762664795,-11.91181468963623,-11.440960884094238
4,-4.946116924285889,-11.976448059082031,-12.458114624023438,-12.656301498413086,-10.326725959777832,-12.0941162109375
3,-5.534759998321533,-6.528659820556641,-7.4578447341918945,-11.13282299041748,-9.480835914611816,-12.1320161819458
5,-5.290597915649414,-11.354222297668455,-11.640501022338867,-11.726062774658203,-11.6696138381958,-11.329060554504396
7,-5.305076122283936,-12.78506088256836,-14.276572227478027,-11.853839874267578,-12.35312271118164,-13.26417064666748
6,-5.811520099639893,-7.6856865882873535,-12.004083633422852,-10.317184448242188,-10.364070892333984,-11.60402011871338
8,-5.386381149291992,-10.822986602783203,-12.417975425720217,-12.178061485290527,-11.504105567932127,-13.344930648803713
15,-5.493324279785156,-8.645367622375488,-12.530004501342772,-10.796226501464844,-12.544588088989258,-12.590456008911133
9,-4.977784633636475,-11.212746620178224,-11.971447944641112,-11.83017349243164,-12.17439079284668,-12.373696327209473
14,-4.950048923492432,-12.794029235839844,-10.89258861541748,-12.370380401611328,-11.3977632522583,-12.848184585571287
10,-5.541936874389648,-7.685797214508057,-12.171077728271484,-8.913211822509766,-11.935367584228516,-9.80873680114746
12,-5.2924418449401855,-10.91021728515625,-12.233409881591797,-11.9268798828125,-12.152233123779297,-12.53039836883545
11,-4.91449785232544,-10.479467391967772,-11.438121795654297,-12.346778869628906,-12.010534286499023,-12.21074390411377
13,-5.8701887130737305,-11.884496688842772,-12.653489112854004,-11.074113845825195,-10.409065246582031,-12.332618713378906
16,-5.699342250823975,-4.5343756675720215,-7.615936756134033,-11.813369750976562,-11.289199829101562,-12.5158109664917
17,-5.276753902435303,-7.015922546386719,-12.639817237854004,-13.554998397827148,-11.451777458190918,-12.87553882598877
18,-5.945148944854736,-12.424662590026855,-13.097214698791504,-10.091734886169434,-10.842885971069336,-12.168872833251951
19,-6.363425731658936,-11.141037940979004,-12.057371139526367,-10.689934730529783,-11.151583671569824,-12.563138008117676
