,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-6.234375,-6.3671875,-6.1484375,-9.0234375,-10.6484375,-11.2421875
1,-6.765625,-7.8125,-11.5,-10.1953125,-10.0859375,-11.0390625
2,-6.703125,-9.7734375,-10.84375,-10.6796875,-11.2265625,-10.046875
3,-7.2734375,-10.1484375,-10.1875,-10.5625,-8.8515625,-10.359375
4,-7.0078125,-9.2734375,-11.5625,-11.1796875,-10.9296875,-11.5546875
5,-6.26953125,-9.0703125,-11.03125,-11.03125,-11.0234375,-11.0234375
6,-7.9453125,-8.4375,-9.4609375,-9.453125,-9.453125,-11.296875
7,-6.03515625,-7.58203125,-7.08203125,-9.90625,-10.2890625,-10.8125
8,-6.56640625,-9.5546875,-10.9375,-10.59375,-10.6015625,-10.4765625
9,-7.24609375,-11.484375,-11.9296875,-11.9296875,-11.9296875,-11.9375
10,-6.52734375,-7.9453125,-11.1953125,-9.3046875,-10.40625,-10.3359375
11,-6.47265625,-6.23046875,-11.703125,-11.203125,-9.640625,-10.2421875
12,-6.953125,-10.078125,-10.9140625,-10.7109375,-11.2578125,-11.0234375
13,-6.3984375,-9.328125,-10.8046875,-10.9375,-8.7890625,-11.1328125
14,-6.86328125,-10.453125,-10.9921875,-9.734375,-10.703125,-11.5625
15,-6.984375,-9.75,-10.484375,-11.1953125,-12.0390625,-12.2109375
16,-6.48046875,-9.71875,-10.4453125,-9.078125,-9.1328125,-10.6796875
17,-6.69921875,-10.2109375,-10.8984375,-10.3359375,-11.3671875,-11.5703125
18,-6.7421875,-9.5703125,-11.21875,-10.546875,-10.9765625,-12.4140625
19,-6.8984375,-10.2578125,-11.171875,-9.6640625,-9.90625,-10.8125
