,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,0.2239583333333333,0.5104166666666666,0.109375,0.0,0.0,0.0
1,0.2447916666666666,0.0520833333333333,0.015625,0.03125,0.0,0.0052083333333333
2,0.4010416666666667,0.7395833333333334,0.1458333333333333,0.0052083333333333,0.0052083333333333,0.0
3,0.21875,0.453125,0.171875,0.0,0.0,0.0
4,0.2291666666666666,0.0989583333333333,0.0989583333333333,0.0,0.0,0.0
5,0.1614583333333333,0.015625,0.0260416666666666,0.0052083333333333,0.0,0.0
6,0.1666666666666666,0.171875,0.0208333333333333,0.0052083333333333,0.0,0.0416666666666666
7,0.0572916666666666,0.0052083333333333,0.25,0.0364583333333333,0.0,0.0
8,0.2857142857142857,0.238095238095238,0.1726190476190476,0.0416666666666666,0.0059523809523809,0.0
9,0.3333333333333333,0.1726190476190476,0.0,0.0,0.0,0.0
10,0.3273809523809524,0.0952380952380952,0.0119047619047619,0.0059523809523809,0.0,0.0
11,0.0952380952380952,0.2083333333333333,0.0238095238095238,0.0,0.0238095238095238,0.0
12,0.0595238095238095,0.0952380952380952,0.0,0.0059523809523809,0.0,0.0
13,0.2202380952380952,0.0714285714285714,0.0,0.0,0.0,0.0
14,0.1785714285714285,0.0892857142857142,0.0059523809523809,0.0,0.0,0.0
15,0.3154761904761904,0.1011904761904761,0.0059523809523809,0.0059523809523809,0.0,0.0
16,0.125,0.0476190476190476,0.0119047619047619,0.0059523809523809,0.0,0.0
17,0.2916666666666667,0.0178571428571428,0.0,0.0,0.0,0.0059523809523809
18,0.1547619047619047,0.0119047619047619,0.0,0.0,0.0,0.0
19,0.1666666666666666,0.1726190476190476,0.0059523809523809,0.0119047619047619,0.0,0.0
