,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-1.8377180099487305,-1.881516695022583,-2.8702971935272217,-7.265076160430908,-7.327550888061523,-7.693845748901367
1,-1.5017598867416382,-3.80289077758789,-4.629049301147461,-5.510870456695557,-8.01050853729248,-7.619857311248779
2,-1.0618442296981812,-0.8456190824508667,-3.91970157623291,-7.43564510345459,-7.608067035675049,-6.628683090209961
3,-1.1902148723602295,-1.1258928775787354,-3.026945114135742,-7.237766265869141,-6.88586950302124,-8.184049606323242
5,-1.5434082746505735,-5.1892523765563965,-4.644240856170654,-6.91356372833252,-7.345404148101807,-6.768930912017822
7,-1.6658682823181152,-4.412234306335449,-3.1263539791107178,-5.108097553253174,-8.339515686035156,-8.613387107849121
6,-1.8666059970855715,-1.7970209121704102,-3.966299057006836,-6.8102216720581055,-9.321428298950195,-6.797970294952393
8,-1.2380964756011963,-1.797523021697998,-2.498483896255493,-3.4536609649658203,-6.370440483093262,-6.313409328460693
9,-1.4253277778625488,-3.37271785736084,-6.517390251159668,-8.237326622009277,-8.41580581665039,-8.266005516052246
10,-1.367317795753479,-2.758077383041382,-5.823281288146973,-7.677436828613281,-7.869501113891602,-7.7451491355896
11,-1.6465831995010376,-2.625828266143799,-5.283590316772461,-7.049010753631592,-4.641365051269531,-7.076970100402832
13,-1.3041296005249023,-3.535780906677246,-6.275373935699463,-8.295680046081543,-8.771860122680664,-7.630350589752197
12,-1.381120204925537,-3.4718363285064697,-6.033963203430176,-6.145437240600586,-7.250340461730957,-7.236527442932129
14,-1.22088623046875,-3.24438738822937,-5.548097133636475,-6.718144416809082,-7.154257774353027,-6.630688667297363
23,-1.7880890369415283,-1.849679470062256,-1.9384381771087649,-4.157068252563477,-5.366820335388184,-6.001070022583008
16,-1.636544942855835,-4.515816688537598,-4.481272220611572,-6.18832540512085,-7.877949714660644,-7.034754276275635
17,-1.5768295526504517,-4.600315093994141,-6.857853889465332,-8.36010456085205,-7.417903900146484,-7.379167556762695
18,-1.5499705076217651,-7.153849124908447,-7.820794105529785,-8.351465225219727,-8.809630393981934,-8.66502571105957
19,-1.6381146907806396,-2.262251138687134,-6.542929172515869,-6.6830644607543945,-7.259260177612305,-7.707092761993408
4,-1.472614049911499,-3.359361171722412,-2.133660316467285,-5.48627233505249,-7.717179298400879,-7.058811187744141
22,-1.2821546792984009,-2.6330628395080566,-5.469459056854248,-6.111017227172852,-6.459230422973633,-6.134313583374023
21,-1.1471433639526367,-1.919677376747132,-1.6706219911575315,-1.7160710096359253,-2.353982448577881,-5.236404895782471
15,-1.2597897052764893,-3.587956428527832,-5.915127754211426,-7.792955875396728,-8.474580764770508,-8.11208724975586
20,-1.5066583156585691,-4.365392208099365,-5.833281517028809,-7.15017557144165,-8.999883651733398,-9.203960418701172
