,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-5.1640625,-7.9296875,-9.671875,-9.8515625,-9.6015625,-10.359375
1,-5.859375,-5.87890625,-9.796875,-9.171875,-9.09375,-9.3046875
2,-6.87890625,-9.7578125,-9.84375,-9.7890625,-9.7421875,-10.5859375
3,-7.1484375,-5.47265625,-8.171875,-9.3046875,-9.515625,-9.625
4,-5.984375,-9.09375,-10.8203125,-11.7421875,-11.828125,-12.4765625
5,-5.67578125,-9.109375,-10.734375,-8.75,-9.046875,-10.765625
6,-6.26171875,-8.84375,-10.453125,-9.8671875,-10.171875,-11.03125
7,-6.484375,-8.4140625,-10.7890625,-7.9453125,-8.71875,-9.8046875
8,-7.38671875,-7.76953125,-10.6953125,-9.953125,-10.515625,-8.2421875
9,-6.80859375,-7.87109375,-8.6796875,-8.8515625,-9.1875,-10.15625
10,-7.53125,-9.671875,-9.5703125,-8.109375,-10.1328125,-10.8203125
11,-6.078125,-9.078125,-9.71875,-9.4140625,-9.9140625,-11.6640625
12,-6.45703125,-9.171875,-6.359375,-7.15625,-7.484375,-8.3203125
13,-6.6953125,-7.60546875,-8.765625,-9.6015625,-9.5390625,-9.4609375
14,-6.71875,-5.5625,-11.15625,-10.3359375,-10.296875,-10.75
15,-6.19921875,-6.98046875,-9.4765625,-8.765625,-9.1953125,-9.0
16,-6.61328125,-9.7734375,-9.7890625,-9.0,-9.6328125,-10.6875
17,-5.28515625,-4.48046875,-5.62109375,-9.6484375,-10.6875,-8.59375
18,-7.16796875,-5.328125,-4.453125,-7.49609375,-9.640625,-11.2734375
19,-6.33984375,-8.6328125,-9.0390625,-5.85546875,-7.91796875,-8.1953125
