,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
1,-6.268427848815918,-13.081354141235352,-13.078460693359377,-12.425301551818848,-12.122565269470217,-12.20799732208252
3,-7.523857116699219,-6.9215474128723145,-9.648329734802246,-12.40460205078125,-12.447203636169434,-12.70903205871582
8,-6.3401198387146,-9.053400993347168,-11.731017112731934,-12.1664400100708,-12.450207710266112,-12.691584587097168
2,-6.170159339904785,-12.139936447143556,-12.193833351135254,-12.320635795593262,-12.159680366516112,-12.691494941711426
14,-5.912106990814209,-8.454622268676758,-12.216300010681152,-12.620620727539062,-13.262152671813965,-12.826950073242188
12,-7.2354254722595215,-6.825464248657227,-7.299562454223633,-12.242094993591309,-12.847407341003418,-12.409429550170898
21,-7.36102819442749,-12.707708358764648,-12.588615417480469,-12.170907974243164,-12.21020221710205,-11.880950927734377
23,-7.541773796081543,-6.186896800994873,-11.107965469360352,-12.225546836853027,-11.80906867980957,-11.69440746307373
9,-5.885570049285889,-12.556492805480955,-12.141642570495604,-11.95523738861084,-11.83848762512207,-13.254353523254396
11,-7.461278438568115,-12.577261924743652,-13.675731658935549,-12.712557792663574,-13.435108184814451,-13.555449485778809
10,-6.856449127197266,-7.222089290618896,-11.519911766052246,-11.606678009033203,-11.125261306762695,-11.791438102722168
0,-6.455939292907715,-11.91122817993164,-12.340280532836914,-11.434446334838867,-11.976676940917969,-10.929832458496094
17,-5.955593585968018,-12.634771347045898,-13.167742729187012,-12.767650604248049,-13.03590488433838,-12.051270484924316
18,-7.749494552612305,-11.377861976623535,-12.504661560058594,-11.634406089782717,-11.381011009216309,-12.299824714660645
19,-6.557949542999268,-12.65878200531006,-12.21993637084961,-12.11130714416504,-10.66439723968506,-10.747183799743652
16,-6.075260639190674,-12.664999961853027,-12.172368049621582,-11.054216384887695,-12.363679885864258,-11.511064529418944
4,-6.445883274078369,-13.065089225769045,-12.180132865905762,-12.202882766723633,-12.386699676513672,-13.360307693481444
20,-6.7609968185424805,-12.533878326416016,-12.109813690185549,-11.601046562194824,-11.938165664672852,-13.165611267089844
5,-7.484602928161621,-11.894638061523438,-13.01539707183838,-12.388099670410156,-11.822479248046877,-12.355318069458008
13,-6.769093036651611,-9.32441234588623,-13.006647109985352,-12.940595626831056,-12.957093238830566,-13.212940216064451
6,-6.949426174163818,-6.950689792633057,-13.164714813232422,-13.18515396118164,-12.462409019470217,-12.359642028808594
