,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-0.9853515625,-9.7421875,-10.1796875,-10.1640625,-10.46875,-11.0625
1,-2.73828125,-9.609375,-8.625,-9.359375,-9.1875,-10.046875
2,-1.013671875,-9.9453125,-9.4921875,-10.0078125,-9.484375,-10.9296875
3,-2.953125,-11.1953125,-11.46875,-11.3828125,-12.140625,-11.90625
4,-1.3154296875,-4.15234375,-11.6328125,-11.265625,-10.9375,-11.5625
5,-1.2294921875,-12.1171875,-11.390625,-11.140625,-11.1015625,-11.1640625
6,-1.072265625,-9.9375,-9.9140625,-10.8359375,-11.265625,-10.5
7,-3.326171875,-10.5703125,-11.171875,-10.6015625,-10.484375,-10.9765625
8,-2.21875,-5.26953125,-6.58203125,-9.8515625,-10.03125,-10.5546875
9,-1.2275390625,-11.46875,-11.578125,-11.0,-11.984375,-10.78125
10,-1.4541015625,-4.2890625,-11.984375,-10.7890625,-10.1953125,-11.6328125
11,-1.3583984375,-11.1328125,-11.09375,-10.390625,-10.1875,-9.84375
12,-1.0478515625,-9.3046875,-10.9609375,-10.5859375,-11.828125,-12.5078125
13,-1.0732421875,-10.734375,-10.828125,-10.9140625,-10.296875,-11.3515625
14,-1.3671875,-7.71875,-10.328125,-10.21875,-9.7421875,-10.671875
15,-1.296875,-4.2734375,-7.02734375,-11.96875,-11.9296875,-11.5078125
16,-1.685546875,-10.3359375,-9.640625,-9.7265625,-11.0546875,-9.9140625
17,-3.203125,-6.9296875,-8.9921875,-10.8515625,-10.4765625,-11.1015625
18,-2.080078125,-10.6328125,-10.796875,-10.2734375,-9.25,-9.3828125
19,-1.1396484375,-9.5234375,-11.3203125,-10.7734375,-10.84375,-12.0546875
