,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda,agent0_998,agent1_998,agent2_998,agent3_998,agent4_998,agent5_998
0,-3.11715030670166,-3.45985746383667,-4.201103687286377,-4.704838752746582,-5.926690101623535,-6.405454635620117,-1.7228275537490845,-0.4121781289577484,-2.662473440170288,-12.94076919555664,-9.893741607666016,-14.743922233581545
2,-3.540576934814453,-4.713161945343018,-4.031632900238037,-4.811489105224609,-6.041283130645752,-6.507594108581543,-1.213258147239685,-4.141951084136963,-1.853592872619629,-1.867684364318848,-8.93138313293457,-24.128448486328125
3,-3.5389604568481445,-4.790565967559815,-4.526641845703125,-3.8659982681274414,-3.9961025714874254,-4.836538314819336,-2.287351131439209,-0.5625041723251343,-1.337121844291687,-0.1813229769468307,-0.2627224624156952,-0.3090219795703888
5,-3.396138906478882,-5.1675238609313965,-4.271552085876465,-5.861122131347656,-6.949685096740723,-6.626868724822998,-0.5447074770927429,-3.399211883544922,-0.1124697476625442,-13.36627960205078,-13.0857515335083,-12.130792617797852
7,-3.751580238342285,-4.440042972564697,-5.2880859375,-5.420254707336426,-6.131447792053223,-6.249326705932617,-0.8744591474533081,-0.3123044073581695,-2.698286533355713,-5.787243366241455,-11.581587791442873,-2.489396572113037
8,-3.461658000946045,-4.997875213623047,-5.014662742614746,-6.768884181976318,-7.142665386199951,-7.869240760803223,-0.393003761768341,-0.1791190952062606,-0.0304753165692091,-0.2634672224521637,-2.86623764038086,-15.259552001953123
16,-3.683419704437256,-4.75450611114502,-5.839780807495117,-6.440128326416016,-6.532918453216553,-6.7080817222595215,-0.5333385467529297,-2.565395832061768,-15.122364044189451,-13.584856986999512,-13.84106731414795,-15.966236114501951
1,-3.620335340499878,-4.64936637878418,-4.913409233093262,-6.375079154968262,-5.940575122833252,-6.772133827209473,-1.118659496307373,-0.5965234041213989,-2.2491512298583984,-2.765698432922364,-6.225013732910156,-12.77240753173828
10,-3.5369668006896973,-4.138235092163086,-3.5816879272460938,-7.482049942016602,-7.671788692474365,-7.234775543212891,-3.064901828765869,-0.0446236170828342,-0.9363972544670104,-12.564929962158203,-22.01931953430176,-21.48056983947754
9,-3.4887900352478027,-3.103799343109131,-4.33535623550415,-5.205558776855469,-5.449843883514404,-5.294465065002441,-0.8195019960403442,-0.0689987391233444,-0.0637796074151992,-5.618442058563232,-2.489506244659424,-2.672877311706543
17,-3.4673008918762207,-5.390295028686523,-5.383175849914551,-5.592554092407227,-6.653646469116211,-7.0476484298706055,-0.7205098867416382,-0.2962213456630707,-0.3094251751899719,-5.041549682617188,-13.053973197937012,-17.14828109741211
11,-3.52878999710083,-4.069034099578857,-3.692228794097901,-4.552565574645996,-6.506292819976807,-7.129806518554688,-0.9414473176002502,-0.1205740198493003,-0.0929891467094421,-0.1273217946290969,-29.56971740722656,-28.37281990051269
18,-3.836271286010742,-7.405708789825439,-6.666707515716553,-6.495320796966553,-6.995786190032959,-6.993124008178711,-1.435964584350586,-1.5523860454559326,-11.700934410095217,-13.293253898620604,-14.792766571044922,-15.385785102844238
19,-3.940542936325073,-4.3980207443237305,-4.590986728668213,-6.0680341720581055,-5.649211406707764,-6.414238929748535,-1.4466948509216309,-4.381166458129883,-1.1421328783035278,-36.42470932006836,-30.39031219482422,-32.416412353515625
4,-3.711039066314697,-3.9076664447784415,-3.313605546951294,-5.665201663970947,-6.460380554199219,-5.643714904785156,-0.147980660200119,-0.1524539142847061,-0.0174440424889326,-10.180782318115234,-15.961248397827148,-34.111785888671875
12,-3.612779140472412,-6.067681789398193,-3.655442237854004,-3.258505582809448,-6.8313703536987305,-8.393217086791992,-0.6859340667724609,-11.73200225830078,-1.9334412813186648,-0.4871339201927185,-1.395124912261963,-15.428509712219238
13,-3.432547092437744,-4.26609468460083,-3.4798758029937744,-3.9996845722198486,-5.420197486877441,-6.168519973754883,-0.8059572577476501,-0.1845394074916839,-0.0241965223103761,-2.6002731323242188,-7.823426723480225,-15.656177520751951
6,-3.6783876419067374,-4.610805034637451,-5.129998207092285,-5.472582340240479,-5.498950004577637,-5.62751579284668,-2.6518490314483643,-0.2899183928966522,-0.8511478304862976,-8.516280174255371,-37.53782653808594,-38.72531509399414
14,-4.044230937957764,-3.568666458129883,-4.168418884277344,-4.332212448120117,-5.55961275100708,-5.821106433868408,-1.697632908821106,-0.6728886365890503,-0.4483064711093902,-0.5236024856567383,-10.132012367248535,-37.5880012512207
15,-3.009739875793457,-3.9238474369049072,-5.874091148376465,-6.501248836517334,-5.28415584564209,-5.799274921417236,-0.1145690828561782,-0.3855020701885223,-2.5736193656921387,-7.5155863761901855,-5.6815104484558105,-14.62210178375244
