,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-2.5845212936401367,-3.576974868774414,-4.248077392578125,-5.751213550567627,-6.363173961639404,-6.405454635620117
1,-4.054815292358398,-5.101185321807861,-5.878674983978272,-6.501615524291992,-6.3924970626831055,-6.772133827209473
2,-3.7747769355773926,-5.160010814666748,-3.710827112197876,-5.443192958831787,-6.352530479431152,-6.507594108581543
3,-3.680450439453125,-5.2535014152526855,-4.603309631347656,-4.531173229217529,-4.472710132598877,-4.836538314819336
5,-3.433058738708496,-5.235912322998047,-4.312057018280029,-6.298879146575928,-6.736515998840332,-6.626868724822998
7,-4.665431976318359,-4.3348236083984375,-5.419583797454834,-5.230717658996582,-6.037946224212647,-6.249326705932617
6,-4.184700965881348,-4.6223673820495605,-5.751790523529053,-5.768620014190674,-5.550759315490723,-5.62751579284668
8,-4.08421516418457,-6.154520034790039,-6.103193283081055,-7.142500400543213,-7.356167793273926,-7.869240760803223
9,-3.208911895751953,-3.050906181335449,-3.675642251968384,-5.768634796142578,-5.447977542877197,-5.294465065002441
10,-4.064313888549805,-4.151318550109863,-3.2612438201904297,-6.175156116485596,-6.889386177062988,-7.234775543212891
11,-3.867500305175781,-4.357987880706787,-3.6932432651519775,-5.173097610473633,-6.515141487121582,-7.129806518554688
13,-3.401587963104248,-4.025584220886231,-3.30305290222168,-4.225346088409424,-6.228971481323242,-6.168519973754883
12,-4.0362229347229,-6.245645046234131,-5.596718788146973,-4.4011335372924805,-6.20662784576416,-8.393217086791992
14,-4.881738185882568,-4.7089948654174805,-5.353278636932373,-4.46727180480957,-5.950011730194092,-5.821106433868408
23,-3.439382553100586,-4.554802894592285,-2.790844678878784,-4.244499683380127,-5.139372825622559,-6.114076137542725
16,-3.8280839920043945,-5.050291061401367,-6.140629291534424,-6.303849220275879,-6.393170833587647,-6.7080817222595215
17,-4.192047119140625,-5.753585815429688,-6.322165489196777,-6.193679332733154,-6.716658115386963,-7.0476484298706055
18,-5.145147800445557,-7.598386764526367,-6.905642032623291,-7.102539539337158,-7.097652435302734,-6.993124008178711
19,-4.558259010314941,-5.425532341003418,-5.373995304107666,-6.131587505340576,-6.065744876861572,-6.414238929748535
4,-5.828281402587891,-4.836650371551514,-4.643969535827637,-6.166741847991943,-6.264385223388672,-5.643714904785156
22,-4.891260623931885,-4.7237067222595215,-5.510891437530518,-4.783712863922119,-5.615789890289307,-5.14518404006958
21,-4.300067901611328,-4.616826057434082,-4.881991863250732,-4.650078773498535,-5.991630554199219,-6.218525409698486
15,-3.619967222213745,-4.096701622009277,-5.698753833770752,-6.707705974578857,-5.6754150390625,-5.799274921417236
20,-4.297461986541748,-4.667158126831055,-4.845853328704834,-5.55780553817749,-5.622714042663574,-6.308019638061523
