,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-5.857594013214111,-10.637885093688965,-8.785035133361816,-8.65872573852539,-8.17131519317627,-9.274160385131836
1,-5.203092575073242,-4.940607070922852,-9.39510440826416,-10.754510879516602,-9.580669403076172,-10.410646438598633
2,-5.899430274963379,-5.332179069519043,-6.95119047164917,-8.600025177001953,-7.901523590087891,-9.322845458984377
4,-5.799675941467285,-5.97956657409668,-8.792939186096191,-8.452948570251465,-8.452948570251465,-9.444880485534668
3,-5.716760635375977,-6.479441642761231,-5.767594337463379,-9.964410781860352,-9.50533676147461,-10.331754684448242
5,-6.5352783203125,-10.02978515625,-10.199999809265137,-10.218829154968262,-10.227787017822266,-10.45558738708496
7,-6.968190670013428,-9.387402534484863,-8.610721588134766,-8.88201904296875,-9.585919380187988,-8.918233871459961
6,-7.015407085418701,-5.596772193908691,-6.265398025512695,-10.738991737365724,-8.532394409179688,-9.61120319366455
15,-6.060910224914551,-8.47635269165039,-9.086569786071776,-9.462937355041504,-9.146479606628418,-10.537574768066406
14,-5.732216358184815,-6.763591766357422,-9.863283157348633,-9.036551475524902,-8.752392768859863,-9.329818725585938
8,-7.699516773223877,-8.835904121398926,-9.513279914855955,-9.651164054870604,-8.9968900680542,-9.294219017028809
9,-6.47467565536499,-5.934209823608398,-5.408583164215088,-9.1712064743042,-8.376566886901855,-9.537376403808594
10,-6.330140113830566,-6.610408306121826,-10.00247573852539,-9.747916221618652,-9.523931503295898,-9.565796852111816
12,-6.317434310913086,-8.089723587036133,-10.9249849319458,-10.369606971740724,-9.5446138381958,-11.289267539978027
11,-5.769320011138916,-8.60409927368164,-10.009556770324709,-9.758459091186523,-9.767996788024902,-10.795584678649902
13,-6.364873886108398,-6.913487434387207,-9.280653953552246,-8.685195922851562,-9.20661735534668,-9.429154396057127
16,-6.807038307189941,-9.301705360412598,-10.19756031036377,-9.193174362182615,-10.268938064575195,-9.568058013916016
17,-5.773874282836914,-9.9105806350708,-9.61017608642578,-9.663171768188477,-9.911494255065918,-10.98875331878662
18,-7.332483291625977,-7.344239711761475,-5.924927711486816,-6.772663116455078,-5.56026029586792,-8.177948951721191
19,-5.71944522857666,-9.646994590759276,-9.774611473083496,-9.178518295288086,-9.102229118347168,-9.769478797912598
