,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-4.777949333190918,-3.8970541954040527,-5.189646720886231,-6.557377815246582,-6.32445764541626,-5.873263835906982
1,-4.6117024421691895,-3.888993501663208,-6.092459201812744,-6.455896854400635,-6.87476110458374,-6.226682662963867
2,-4.5831618309021,-5.305619716644287,-6.338023662567139,-7.363762378692627,-7.149399757385254,-7.0524983406066895
3,-5.384367942810059,-5.448671340942383,-8.108563423156738,-6.814609527587891,-7.127692222595215,-7.413180351257324
5,-4.7890625,-4.2978997230529785,-4.404543399810791,-5.420913696289063,-6.4750847816467285,-6.556243896484375
7,-5.123890399932861,-4.405003547668457,-6.027100563049316,-6.203442573547363,-6.257137775421143,-6.721568584442139
6,-4.961379528045654,-5.422684669494629,-4.537569046020508,-4.796867847442627,-5.751676559448242,-7.542569637298584
8,-4.711825370788574,-4.235653400421143,-5.159565448760986,-6.721760749816895,-6.9164862632751465,-7.154283046722412
9,-4.268651008605957,-6.530546188354492,-5.553960800170898,-5.915826797485352,-4.981037139892578,-5.746550559997559
10,-3.9707553386688232,-2.988685131072998,-6.574309825897217,-6.385197639465332,-6.713669300079346,-6.535641670227051
11,-4.174053192138672,-5.749139308929443,-4.891324043273926,-5.639358043670654,-5.75747013092041,-6.428535461425781
13,-5.026377201080322,-6.416045188903809,-7.034531593322754,-6.216160297393799,-6.788763523101807,-7.352060794830322
12,-3.7415266036987305,-5.970789909362793,-5.052734851837158,-5.319997787475586,-6.426307201385498,-7.635451793670654
14,-4.701327323913574,-4.748083114624023,-6.316470623016357,-7.094822883605957,-7.303711414337158,-7.171537399291992
23,-4.383417129516602,-4.595962524414063,-4.961268424987793,-6.514904499053955,-6.462695598602295,-7.258596897125244
16,-4.674737930297852,-3.753570318222046,-5.565792083740234,-3.67492151260376,-4.732011318206787,-6.303505897521973
17,-5.102985382080078,-5.242888927459717,-5.563938140869141,-5.986178874969482,-5.707933902740479,-5.042272567749023
18,-4.739019393920898,-4.543441295623779,-5.831572532653809,-6.089880466461182,-6.200397491455078,-5.748493671417236
19,-4.412702560424805,-4.503796577453613,-5.87640380859375,-6.950249671936035,-6.45311164855957,-6.353808879852295
4,-5.136337757110596,-4.085690498352051,-5.000705242156982,-4.591106414794922,-4.484532833099365,-4.746596336364746
22,-4.286343574523926,-4.538519382476807,-4.851647853851318,-4.20728063583374,-5.184079647064209,-5.417792320251465
21,-5.159584999084473,-5.334771156311035,-6.979942798614502,-7.697947025299072,-7.552159786224365,-7.506672382354736
15,-4.973943710327148,-3.723289966583252,-5.845600128173828,-7.13789701461792,-7.2078328132629395,-7.190377235412598
20,-4.931551933288574,-3.695745229721069,-5.7747721672058105,-5.882583618164063,-6.302510738372803,-5.887018203735352
