,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-4.0078125,-5.11328125,-6.23828125,-6.21875,-6.34765625,-6.78125
1,-4.2421875,-6.44140625,-6.171875,-6.04296875,-4.953125,-4.2734375
2,-3.056640625,-6.8515625,-6.9609375,-5.8046875,-6.1953125,-7.05078125
3,-3.0546875,-5.90625,-6.46484375,-6.69921875,-6.21875,-6.33984375
4,-2.853515625,-7.4609375,-6.64453125,-6.6171875,-6.83984375,-6.2578125
5,-2.875,-6.58203125,-6.15625,-5.5234375,-5.5390625,-6.05859375
6,-3.97265625,-6.4296875,-6.0234375,-6.54296875,-6.34375,-6.62890625
7,-3.392578125,-5.453125,-5.83203125,-5.67578125,-5.74609375,-6.734375
8,-4.578125,-6.63671875,-6.61328125,-6.3984375,-5.93359375,-6.54296875
9,-3.80859375,-5.5234375,-6.0234375,-6.1796875,-6.109375,-6.30078125
10,-3.44140625,-3.646484375,-6.1328125,-5.52734375,-5.34765625,-5.7890625
11,-2.912109375,-3.4453125,-6.32421875,-6.4765625,-6.93359375,-7.93359375
12,-3.220703125,-4.0,-4.8203125,-6.86328125,-6.2734375,-6.8125
13,-4.2109375,-4.1796875,-6.6171875,-5.875,-5.9609375,-6.125
14,-2.634765625,-6.99609375,-6.29296875,-6.0546875,-5.92578125,-6.61328125
15,-2.482421875,-4.00390625,-6.9375,-5.8203125,-6.47265625,-6.56640625
16,-3.455078125,-7.234375,-6.0234375,-6.11328125,-6.96875,-6.3125
17,-4.86328125,-7.2734375,-5.85546875,-6.4765625,-6.1328125,-5.90625
18,-3.212890625,-5.3515625,-6.51171875,-5.078125,-4.90625,-5.7578125
19,-4.6171875,-4.2890625,-5.9921875,-6.1640625,-5.20703125,-5.484375
