,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-4.55078125,-6.91796875,-6.578125,-7.375,-6.59375,-6.78125
1,-4.7421875,-7.0703125,-6.21875,-6.546875,-4.64453125,-4.2734375
2,-4.40625,-7.9375,-7.03125,-6.2265625,-6.32421875,-7.05078125
3,-3.326171875,-6.5234375,-6.44140625,-7.09375,-6.82421875,-6.33984375
4,-3.658203125,-7.6640625,-6.88671875,-6.66015625,-6.67578125,-6.2578125
5,-4.3203125,-7.76171875,-6.65625,-6.171875,-6.62890625,-6.05859375
6,-6.44921875,-7.48046875,-6.6796875,-6.95703125,-7.046875,-6.62890625
7,-4.31640625,-6.72265625,-6.45703125,-6.234375,-6.50390625,-6.734375
8,-6.29296875,-7.03515625,-7.05859375,-6.79296875,-6.51953125,-6.54296875
9,-4.73046875,-5.69921875,-7.06640625,-6.40234375,-6.05859375,-6.30078125
10,-4.20703125,-4.125,-6.5546875,-5.1796875,-5.84375,-5.7890625
11,-3.46875,-6.71484375,-7.51953125,-7.1875,-6.9765625,-7.93359375
12,-4.2265625,-5.65625,-5.59375,-7.5234375,-6.62890625,-6.8125
13,-7.5625,-5.6484375,-6.0859375,-6.45703125,-6.33203125,-6.125
14,-3.169921875,-7.4453125,-6.8046875,-6.42578125,-6.4765625,-6.61328125
15,-5.23046875,-4.92578125,-6.90625,-6.89453125,-6.9453125,-6.56640625
16,-8.0625,-8.3671875,-6.33984375,-6.36328125,-7.41015625,-6.3125
17,-5.578125,-7.3828125,-7.01171875,-6.9921875,-6.26171875,-5.90625
18,-4.7109375,-6.36328125,-6.30859375,-6.09375,-5.265625,-5.7578125
19,-5.09765625,-6.8203125,-6.70703125,-6.6484375,-5.4453125,-5.484375
