,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-7.48046875,-11.53125,-11.6640625,-11.296875,-11.0078125,-11.0078125
1,-6.46484375,-11.671875,-10.2890625,-10.0,-10.171875,-9.6328125
2,-6.40625,-11.484375,-10.3046875,-11.0234375,-10.65625,-9.953125
3,-5.78515625,-11.2265625,-11.859375,-12.0078125,-10.2109375,-10.296875
4,-5.60546875,-11.5703125,-11.8203125,-10.25,-10.609375,-10.4921875
5,-6.41796875,-10.703125,-11.359375,-10.65625,-10.6640625,-11.90625
6,-5.58984375,-11.0859375,-11.34375,-10.8984375,-10.171875,-11.4921875
7,-4.69140625,-10.21875,-9.71875,-9.40625,-9.2265625,-9.3984375
8,-5.44140625,-10.46875,-9.109375,-9.015625,-9.1875,-10.5546875
9,-7.1640625,-11.5546875,-9.703125,-9.3359375,-8.8828125,-9.59375
10,-4.73046875,-9.828125,-9.5625,-9.71875,-10.5625,-11.46875
11,-4.51953125,-10.6640625,-9.0625,-9.078125,-8.609375,-9.5703125
12,-6.05078125,-9.6640625,-8.890625,-8.875,-9.1171875,-10.2890625
13,-5.109375,-10.7578125,-9.9609375,-9.1640625,-10.0625,-10.7734375
14,-4.96484375,-8.8515625,-8.71875,-8.8828125,-8.8203125,-9.9453125
15,-6.85546875,-11.5,-10.3671875,-9.9140625,-11.2421875,-10.53125
16,-5.16015625,-11.546875,-9.34375,-9.171875,-8.8203125,-9.359375
17,-5.875,-11.2578125,-10.1953125,-10.0625,-10.1640625,-9.9609375
18,-6.28125,-11.84375,-11.171875,-10.4921875,-10.8203125,-9.9453125
19,-7.859375,-11.734375,-10.9765625,-11.828125,-11.6875,-11.765625
