,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
1,-3.1530637741088867,-4.116936683654785,-3.579052686691284,-3.1254701614379883,-3.214940071105957,-3.2618870735168457
3,-4.135312080383301,-4.985606670379639,-4.527219295501709,-3.758373737335205,-3.1672897338867188,-3.9667623043060303
8,-4.871050357818604,-3.810116052627564,-3.008291244506836,-2.926747560501098,-3.1393043994903564,-3.579383373260498
2,-2.570329427719116,-3.7819414138793945,-4.057719707489014,-3.2102508544921875,-3.0244181156158447,-3.549966335296631
14,-3.031678438186645,-3.716187953948975,-2.958305597305298,-2.833343982696533,-2.749336242675781,-2.854513168334961
12,-3.707618236541748,-2.545493602752685,-3.168440818786621,-2.3782663345336914,-2.3387675285339355,-3.212498903274536
21,-5.786529064178467,-2.246212720870972,-3.3227458000183105,-2.958484649658203,-2.397120952606201,-3.3858895301818848
23,-4.448110580444336,-4.530151844024658,-4.0679144859313965,-4.279724597930908,-3.457745313644409,-3.840446949005127
9,-2.726834774017334,-3.9115169048309326,-3.3006324768066406,-2.905958652496338,-3.298956871032715,-3.477712869644165
11,-2.824483871459961,-3.4437448978424072,-2.7208471298217773,-4.16357946395874,-3.428847312927246,-3.386552333831787
10,-4.233622550964356,-3.602282285690308,-3.4211246967315674,-3.432825326919556,-2.7780799865722656,-3.3018717765808105
20,-3.3294897079467773,-2.6942880153656006,-2.3716490268707275,-2.331963062286377,-2.795763731002808,-4.228522777557373
0,-4.130773067474365,-3.187312126159668,-3.079521894454956,-4.157543182373047,-3.7365856170654297,-4.174353122711182
5,-3.690552234649658,-4.99492073059082,-3.1431400775909424,-3.746141195297241,-3.4928207397460938,-3.694846391677856
15,-3.190958976745605,-3.5302867889404297,-3.307025671005249,-3.415868759155273,-3.340784311294556,-4.5158538818359375
6,-2.74587631225586,-2.7240705490112305,-2.196840047836304,-2.913292646408081,-2.623796939849853,-2.9059503078460693
17,-4.177309513092041,-4.381509304046631,-3.2037100791931152,-3.279818058013916,-3.900935649871826,-4.488718986511231
18,-5.060679912567139,-2.8633687496185303,-3.4917142391204834,-4.210256099700928,-4.742484092712402,-3.90570878982544
19,-3.53332257270813,-5.311871528625488,-3.874685049057007,-3.430004119873047,-3.203368186950684,-3.3540053367614746
16,-3.795890331268311,-3.842239379882813,-3.237993001937866,-3.621305227279663,-3.183493137359619,-3.524538993835449
4,-3.43107008934021,-3.8127071857452393,-3.6881725788116455,-3.899465322494507,-4.401962757110596,-4.1006598472595215
13,-3.992175102233887,-2.0861051082611084,-3.496551036834717,-2.91011929512024,-2.9052000045776367,-2.775386333465576
7,-2.1640625,-2.3125,-4.3359375,-4.14453125,-3.78515625,-3.92578125
