,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-7.41796875,-8.6640625,-8.4765625,-8.578125,-8.578125,-8.7109375
1,-7.75390625,-8.59375,-8.3359375,-8.078125,-7.6640625,-8.0703125
2,-7.21484375,-7.70703125,-8.4453125,-7.9375,-8.109375,-8.3203125
3,-7.1015625,-8.2421875,-8.296875,-8.28125,-8.28125,-8.390625
4,-7.6171875,-8.484375,-8.8046875,-8.09375,-8.484375,-8.6328125
5,-7.51953125,-8.375,-8.9609375,-8.84375,-8.1875,-8.1796875
6,-8.203125,-8.53125,-11.125,-9.078125,-9.1484375,-9.5390625
7,-7.23046875,-8.828125,-8.625,-8.625,-8.625,-8.8046875
8,-8.4921875,-8.5,-8.453125,-7.7890625,-8.078125,-8.4765625
9,-8.3984375,-7.77734375,-8.7890625,-9.3671875,-8.6171875,-9.15625
10,-7.8984375,-6.1171875,-7.36328125,-7.875,-8.03125,-8.734375
11,-7.8515625,-8.6953125,-8.6484375,-8.453125,-8.09375,-8.0546875
12,-8.7265625,-8.265625,-8.125,-7.45703125,-8.4375,-9.0234375
13,-8.109375,-8.6875,-7.96875,-8.296875,-8.5859375,-8.53125
14,-7.3359375,-6.390625,-8.46875,-8.125,-8.140625,-8.1015625
15,-7.9453125,-8.1484375,-8.515625,-8.7265625,-8.5390625,-8.953125
16,-6.8671875,-6.734375,-8.4453125,-8.3671875,-8.0390625,-9.1953125
17,-7.5234375,-8.6640625,-8.390625,-7.99609375,-7.98828125,-8.6875
18,-8.03125,-9.875,-9.0,-8.484375,-8.9609375,-9.21875
19,-7.49609375,-7.54296875,-8.3203125,-7.65625,-8.09375,-9.2890625
