,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-5.352313995361328,-7.064387321472168,-6.929140090942383,-6.816990852355957,-8.158549308776855,-7.617294788360596
1,-5.741791725158691,-6.368365287780762,-7.003135681152344,-7.895452976226807,-7.949466705322266,-8.038412094116211
2,-5.330070495605469,-6.456035614013672,-6.6308135986328125,-7.835943698883057,-8.484063148498535,-8.33061695098877
3,-5.356208324432373,-6.887983322143555,-7.310933589935303,-7.481511116027832,-7.532549858093262,-7.633011341094971
5,-5.879085540771484,-6.999846935272217,-7.474308967590332,-7.354514122009277,-6.708651065826416,-6.59334135055542
7,-5.1498236656188965,-7.175000190734863,-7.219884872436523,-5.987342834472656,-7.479386806488037,-7.687070369720459
6,-5.3277974128723145,-6.835744857788086,-6.88810396194458,-7.168163299560547,-8.053915977478027,-7.97694730758667
8,-5.757434368133545,-6.524460792541504,-6.650373935699463,-6.456878185272217,-5.752403736114502,-6.287589550018311
9,-5.335305213928223,-7.49144172668457,-7.860844612121582,-9.25062370300293,-7.130701541900635,-8.24779224395752
10,-5.239716053009033,-6.079455852508545,-7.269794464111328,-7.57566499710083,-7.412538528442383,-7.220323085784912
11,-5.18397331237793,-6.693513870239258,-6.305272579193115,-6.486506462097168,-7.003239154815674,-7.692902088165283
13,-5.843350887298584,-6.004433631896973,-6.923529624938965,-7.89872407913208,-7.989332675933838,-8.382148742675781
12,-6.3582963943481445,-7.923741340637207,-6.606788635253906,-9.0033597946167,-8.411006927490234,-9.524686813354492
14,-5.9037628173828125,-6.380834102630615,-6.766425132751465,-6.22836446762085,-6.47574520111084,-6.925439834594727
23,-4.845086574554443,-6.569789886474609,-7.5958147048950195,-7.260554790496826,-7.217303276062012,-6.824924468994141
16,-6.015929698944092,-7.088817119598389,-6.557156085968018,-7.410821914672852,-7.649124145507812,-7.98283576965332
17,-5.613774299621582,-5.774899482727051,-6.5206146240234375,-6.754343509674072,-7.268077850341797,-7.286674499511719
18,-5.343966960906982,-6.6709465980529785,-6.875182628631592,-6.939549446105957,-6.49038028717041,-8.410883903503418
19,-5.381505966186523,-7.243716716766357,-7.771915912628174,-8.484439849853516,-8.995993614196777,-8.49791145324707
4,-5.422218322753906,-7.082505702972412,-8.154230117797852,-7.869510173797607,-7.713192462921143,-7.976550579071045
22,-5.834011077880859,-6.64871883392334,-6.7877726554870605,-8.01805305480957,-8.025303840637207,-8.662882804870605
21,-4.777133464813232,-6.610141754150391,-7.314804077148437,-8.26539421081543,-7.788148403167725,-7.174992561340332
15,-4.9346466064453125,-6.326363563537598,-7.328316688537598,-7.905356884002685,-7.267857551574707,-7.303728103637695
20,-6.262025833129883,-7.560613632202148,-8.155123710632324,-8.169767379760742,-8.253822326660156,-7.678016662597656
