,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-6.389418125152588,-5.199275016784668,-6.971171855926514,-12.191648483276367,-12.28663444519043,-12.436817169189451
1,-6.019477844238281,-10.480724334716797,-12.909659385681152,-12.05224609375,-11.76808261871338,-13.096607208251951
2,-6.723312377929688,-8.068665504455566,-10.662962913513184,-12.219380378723145,-8.421393394470215,-11.437067031860352
4,-5.310975074768066,-6.061339378356934,-5.638907432556152,-9.56492042541504,-8.070627212524414,-10.926284790039062
3,-6.489814281463623,-7.785538196563721,-8.951075553894043,-11.89962100982666,-10.81291389465332,-12.138965606689451
5,-7.470916748046875,-5.949204444885254,-11.175945281982422,-11.651891708374023,-9.31584644317627,-10.97818088531494
7,-5.993676662445068,-6.96049690246582,-6.576239109039307,-11.655298233032228,-11.16892147064209,-11.050024032592772
6,-8.75064468383789,-8.927434921264648,-13.040071487426758,-12.133631706237791,-11.618208885192873,-10.653875350952148
8,-5.862441062927246,-5.519168376922607,-12.712682723999023,-12.517528533935549,-12.224913597106934,-12.129109382629396
15,-6.64335823059082,-6.895007133483887,-6.109723091125488,-7.428946495056152,-10.935096740722656,-7.86405086517334
9,-6.0914506912231445,-3.767631053924561,-6.9796953201293945,-8.276927947998047,-10.077821731567385,-7.33891487121582
14,-6.093641757965088,-7.233998775482178,-11.916825294494627,-10.478713035583496,-10.598670959472656,-11.786993980407717
10,-7.027794361114502,-10.866117477416992,-13.470206260681152,-11.52086353302002,-10.724267959594728,-12.924139976501465
12,-5.980453014373779,-7.821422100067139,-11.26906967163086,-10.450603485107422,-10.193060874938965,-11.542657852172852
11,-5.478565692901611,-9.70286750793457,-11.664681434631348,-8.8648681640625,-10.122922897338867,-10.1351957321167
13,-6.707871437072754,-6.230657577514648,-11.750505447387695,-12.02903938293457,-11.952330589294434,-12.70061492919922
16,-6.013514995574951,-10.15687370300293,-11.858165740966797,-11.106000900268556,-10.545218467712402,-10.812654495239258
17,-6.713797092437744,-6.242951393127441,-9.096879959106444,-11.556476593017578,-10.02805519104004,-10.690301895141602
18,-6.921323776245117,-6.159336566925049,-11.201541900634766,-12.254237174987791,-9.164295196533203,-11.742034912109377
19,-8.288020133972168,-12.099863052368164,-10.263585090637209,-10.265096664428713,-10.251978874206545,-10.703761100769043
