,0,1,2
0,7.673471535308452,8.844243095494523,8.533336837382256
1,7.530760161484344,8.563342292399346,8.662961269330374
2,7.579248194151287,8.410747412186634,8.89241093502769
3,7.679439204252219,7.686694116230252,8.976482021959523
4,7.499777496917338,8.400499232811264,8.73767656253863
5,7.325103795981105,7.351821549331086,8.936434342589559
6,7.457329214071926,7.150916990449157,8.717915619475932
7,7.851804952983615,8.26739043223707,9.09991478980342
8,7.6485645487338685,6.367398257195196,8.628572891331926
9,7.716389095934131,9.000244971166683,7.709387465368343
10,7.607928679261026,9.212504918062232,8.878482519222212
11,7.402051020272171,7.5998847599270976,9.155764596673508
12,7.753738183613064,8.82926770222338,8.946115293382089
13,7.456337646291225,8.805777206903771,9.129876023304613
14,7.628436206865914,8.442889020412784,8.699190999284575
15,7.685465658163722,7.71657914028892,9.104932864708235
16,7.559146849716765,8.41502409343478,9.188903598543964
17,7.582510211799718,8.9054861527455,8.144824296009691
18,6.722186252738856,6.443317126020601,9.118204003346117
19,7.319908979874623,8.018244637115092,9.297141417974158
